Statistics_Analysis_Results, , , , , , 
Timestamp,Time [s],Mean Value[Intensity],Variance[-],Standard Deviation[Intensity],Weighted Average[nm (vac)],Max Value[Intensity]
2017-06-27T11:04:52.4400000-03:00,0.000000000E+000,4.099704019E-002,1.686974765E-003,4.107279835E-002,7.771803653E+002,1.216771901E-001
2017-06-27T11:04:53.4400000-03:00,1.000000000E+000,4.055890781E-002,1.700727315E-003,4.123987531E-002,7.771747999E+002,1.168740839E-001
2017-06-27T11:04:54.4400000-03:00,2.000000000E+000,4.107479655E-002,1.690805679E-003,4.111940757E-002,7.771703260E+002,1.212239340E-001
2017-06-27T11:04:55.4400000-03:00,3.000000000E+000,4.096651411E-002,1.722558331E-003,4.150371466E-002,7.771721857E+002,1.200383529E-001
2017-06-27T11:04:56.4400000-03:00,4.000000000E+000,4.080650341E-002,1.739382485E-003,4.170590468E-002,7.771739240E+002,1.213409379E-001
2017-06-27T11:04:57.4400000-03:00,5.000000000E+000,4.071101379E-002,1.665299255E-003,4.080807831E-002,7.771852142E+002,1.154403687E-001
2017-06-27T11:04:58.4400000-03:00,6.000000000E+000,4.034315932E-002,1.687551734E-003,4.107982149E-002,7.771808185E+002,1.194151789E-001
2017-06-27T11:04:59.4400000-03:00,7.000000000E+000,4.097807757E-002,1.662293911E-003,4.077123877E-002,7.771755854E+002,1.187394634E-001
2017-06-27T11:05:00.4400000-03:00,8.000000000E+000,4.062434339E-002,1.661035346E-003,4.075580137E-002,7.771830398E+002,1.191943064E-001
2017-06-27T11:05:01.4400000-03:00,9.000000000E+000,3.982447545E-002,1.678181288E-003,4.096561105E-002,7.771726376E+002,1.175949574E-001
2017-06-27T11:05:02.4400000-03:00,1.000000000E+001,4.145589950E-002,1.687504832E-003,4.107925063E-002,7.771797600E+002,1.195498183E-001
2017-06-27T11:05:03.4400000-03:00,1.100000000E+001,4.044303597E-002,1.659588403E-003,4.073804613E-002,7.771657918E+002,1.177214459E-001
2017-06-27T11:05:04.4400000-03:00,1.200000000E+001,4.191816834E-002,1.754263958E-003,4.188393437E-002,7.771743852E+002,1.234906092E-001
2017-06-27T11:05:05.4400000-03:00,1.300000000E+001,4.057388495E-002,1.713353780E-003,4.139267786E-002,7.771766206E+002,1.195394993E-001
2017-06-27T11:05:06.4400000-03:00,1.400000000E+001,4.052761589E-002,1.685100405E-003,4.104997448E-002,7.771753287E+002,1.195284948E-001
2017-06-27T11:05:07.4400000-03:00,1.500000000E+001,4.061856934E-002,1.637079213E-003,4.046083555E-002,7.771815869E+002,1.173705310E-001
2017-06-27T11:05:08.4400000-03:00,1.600000000E+001,4.068636868E-002,1.678880485E-003,4.097414410E-002,7.771618543E+002,1.184508950E-001
2017-06-27T11:05:09.4400000-03:00,1.700000000E+001,3.995470668E-002,1.704479308E-003,4.128534011E-002,7.771635679E+002,1.190163717E-001
2017-06-27T11:05:10.4300000-03:00,1.799000000E+001,4.118375590E-002,1.689682750E-003,4.110575081E-002,7.771695106E+002,1.207399666E-001
2017-06-27T11:05:11.4300000-03:00,1.899000000E+001,4.001867970E-002,1.756737950E-003,4.191345786E-002,7.771714747E+002,1.235494167E-001
2017-06-27T11:05:12.4300000-03:00,1.999000000E+001,4.082883401E-002,1.664097856E-003,4.079335554E-002,7.771786070E+002,1.179442480E-001
2017-06-27T11:05:13.4300000-03:00,2.099000000E+001,4.043290545E-002,1.690569063E-003,4.111653028E-002,7.771604255E+002,1.206035092E-001
2017-06-27T11:05:14.4300000-03:00,2.199000000E+001,4.041490742E-002,1.731909805E-003,4.161622045E-002,7.771775160E+002,1.189097241E-001
2017-06-27T11:05:15.4300000-03:00,2.299000000E+001,4.089454349E-002,1.638016864E-003,4.047242103E-002,7.771770015E+002,1.173228323E-001
2017-06-27T11:05:16.4300000-03:00,2.399000000E+001,4.074143788E-002,1.649425325E-003,4.061311765E-002,7.771816119E+002,1.186165437E-001
2017-06-27T11:05:17.4300000-03:00,2.499000000E+001,4.190570823E-002,1.726827051E-003,4.155510861E-002,7.771744519E+002,1.227559447E-001
2017-06-27T11:05:18.4300000-03:00,2.599000000E+001,3.991413115E-002,1.700254749E-003,4.123414543E-002,7.771772759E+002,1.177608892E-001
2017-06-27T11:05:19.4300000-03:00,2.699000000E+001,4.069032633E-002,1.672036015E-003,4.089053698E-002,7.771662474E+002,1.193931028E-001
2017-06-27T11:05:20.4300000-03:00,2.799000000E+001,4.064307468E-002,1.698438334E-003,4.121211392E-002,7.771700848E+002,1.172964722E-001
2017-06-27T11:05:21.4300000-03:00,2.899000000E+001,4.087301345E-002,1.675208662E-003,4.092931299E-002,7.771826933E+002,1.187759265E-001
2017-06-27T11:05:22.4300000-03:00,2.999000000E+001,4.063137461E-002,1.676308845E-003,4.094275082E-002,7.771687898E+002,1.175506487E-001
2017-06-27T11:05:23.4300000-03:00,3.099000000E+001,4.095371211E-002,1.820814486E-003,4.267100287E-002,7.771667977E+002,1.220221967E-001
2017-06-27T11:05:24.4300000-03:00,3.199000000E+001,4.104415121E-002,1.635850923E-003,4.044565395E-002,7.771640294E+002,1.186360940E-001
2017-06-27T11:05:25.4300000-03:00,3.299000000E+001,4.074227559E-002,1.730433630E-003,4.159848110E-002,7.771684664E+002,1.229206473E-001
2017-06-27T11:05:26.4300000-03:00,3.399000000E+001,4.037946664E-002,1.712329875E-003,4.138030781E-002,7.771690841E+002,1.189649701E-001
2017-06-27T11:05:27.4300000-03:00,3.499000000E+001,4.015402261E-002,1.661074071E-003,4.075627646E-002,7.771687345E+002,1.173413619E-001
2017-06-27T11:05:28.4300000-03:00,3.599000000E+001,4.047583493E-002,1.679333964E-003,4.097967745E-002,7.771685760E+002,1.187597141E-001
2017-06-27T11:05:29.4300000-03:00,3.699000000E+001,4.082385537E-002,1.708256141E-003,4.133105540E-002,7.771653805E+002,1.222396716E-001
2017-06-27T11:05:30.4300000-03:00,3.799000000E+001,4.032013212E-002,1.717353129E-003,4.144095956E-002,7.771722318E+002,1.212128699E-001
2017-06-27T11:05:31.4300000-03:00,3.899000000E+001,4.084812290E-002,1.681496694E-003,4.100605679E-002,7.771725091E+002,1.194619462E-001
2017-06-27T11:05:32.4300000-03:00,3.999000000E+001,4.121573645E-002,1.661358508E-003,4.075976580E-002,7.771753309E+002,1.203968972E-001
2017-06-27T11:05:33.4300000-03:00,4.099000000E+001,4.081636256E-002,1.709794079E-003,4.134965634E-002,7.771761869E+002,1.182129532E-001
2017-06-27T11:05:34.4300000-03:00,4.199000000E+001,4.113773276E-002,1.718895069E-003,4.145955944E-002,7.771671131E+002,1.215600297E-001
2017-06-27T11:05:35.4300000-03:00,4.299000000E+001,4.107699207E-002,1.773459348E-003,4.211246073E-002,7.771760771E+002,1.202247739E-001
2017-06-27T11:05:36.4300000-03:00,4.399000000E+001,4.105691991E-002,1.683561095E-003,4.103122098E-002,7.771709138E+002,1.202475876E-001
2017-06-27T11:05:37.4300000-03:00,4.499000000E+001,4.036697485E-002,1.677832799E-003,4.096135738E-002,7.771801259E+002,1.187074408E-001
2017-06-27T11:05:38.4300000-03:00,4.599000000E+001,4.116865701E-002,1.686836555E-003,4.107111583E-002,7.771698221E+002,1.194514781E-001
2017-06-27T11:05:39.4300000-03:00,4.699000000E+001,4.026978811E-002,1.688969758E-003,4.109707724E-002,7.771734097E+002,1.174756512E-001
2017-06-27T11:05:40.4300000-03:00,4.799000000E+001,4.108442336E-002,1.694184496E-003,4.116047250E-002,7.771662181E+002,1.199380308E-001
2017-06-27T11:05:41.4300000-03:00,4.899000000E+001,4.131179955E-002,1.709170997E-003,4.134212134E-002,7.771786227E+002,1.198309436E-001
2017-06-27T11:05:42.4300000-03:00,4.999000000E+001,4.031965943E-002,1.619895085E-003,4.024792026E-002,7.771767745E+002,1.171140149E-001
2017-06-27T11:05:43.4300000-03:00,5.099000000E+001,4.092975689E-002,1.660987078E-003,4.075520921E-002,7.771826866E+002,1.203763708E-001
2017-06-27T11:05:44.4300000-03:00,5.199000000E+001,4.063989696E-002,1.668016508E-003,4.084135782E-002,7.771757221E+002,1.202265099E-001
2017-06-27T11:05:45.4300000-03:00,5.299000000E+001,4.079897893E-002,1.696360717E-003,4.118689982E-002,7.771688862E+002,1.193435863E-001
2017-06-27T11:05:46.4300000-03:00,5.399000000E+001,4.021538453E-002,1.648302066E-003,4.059928652E-002,7.771670552E+002,1.176476777E-001
2017-06-27T11:05:47.4300000-03:00,5.499000000E+001,4.130205893E-002,1.731324493E-003,4.160918760E-002,7.771628615E+002,1.215862334E-001
2017-06-27T11:05:48.4300000-03:00,5.599000000E+001,4.071937086E-002,1.651916819E-003,4.064377959E-002,7.771905803E+002,1.184755191E-001
2017-06-27T11:05:49.4300000-03:00,5.699000000E+001,4.047090650E-002,1.685956484E-003,4.106040043E-002,7.771726948E+002,1.190060750E-001
2017-06-27T11:05:50.4300000-03:00,5.799000000E+001,4.033384327E-002,1.637404670E-003,4.046485723E-002,7.771695592E+002,1.175689250E-001
2017-06-27T11:05:51.4300000-03:00,5.899000000E+001,4.039162415E-002,1.700398416E-003,4.123588748E-002,7.771734832E+002,1.203336418E-001
2017-06-27T11:05:52.4200000-03:00,5.998000000E+001,4.081177356E-002,1.695628285E-003,4.117800730E-002,7.771681668E+002,1.191407517E-001
2017-06-27T11:05:53.4200000-03:00,6.098000000E+001,4.072201383E-002,1.732086335E-003,4.161834132E-002,7.771712401E+002,1.200681999E-001
2017-06-27T11:05:54.4200000-03:00,6.198000000E+001,4.054531764E-002,1.661170094E-003,4.075745445E-002,7.771646848E+002,1.198242530E-001
2017-06-27T11:05:55.4200000-03:00,6.298000000E+001,4.081353068E-002,1.685434611E-003,4.105404501E-002,7.771750459E+002,1.181814373E-001
2017-06-27T11:05:56.4200000-03:00,6.398000000E+001,4.041563873E-002,1.674091461E-003,4.091566279E-002,7.771678165E+002,1.211911961E-001
