Statistics_Analysis_Results, , , , , , 
Timestamp,Time [s],Mean Value[Intensity],Variance[-],Standard Deviation[Intensity],Weighted Average[nm (vac)],Max Value[Intensity]
2017-06-27T11:52:20.9400000-03:00,0.000000000E+000,1.887218098E-002,3.648157509E-004,1.910015055E-002,7.771217631E+002,4.949387908E-002
2017-06-27T11:52:21.9500000-03:00,1.010000000E+000,1.965270958E-002,3.602609030E-004,1.898054011E-002,7.771067209E+002,5.195457861E-002
2017-06-27T11:52:22.9500000-03:00,2.010000000E+000,1.904802870E-002,3.662410759E-004,1.913742605E-002,7.770958339E+002,5.120389909E-002
2017-06-27T11:52:23.9500000-03:00,3.010000000E+000,1.920430426E-002,3.613556025E-004,1.900935566E-002,7.771105113E+002,5.254222080E-002
2017-06-27T11:52:24.9500000-03:00,4.010000000E+000,1.925003399E-002,3.393349319E-004,1.842104590E-002,7.771254364E+002,5.223641917E-002
2017-06-27T11:52:25.9500000-03:00,5.010000000E+000,1.951193977E-002,3.568135674E-004,1.888950945E-002,7.771317711E+002,4.806663096E-002
2017-06-27T11:52:26.9500000-03:00,6.010000000E+000,1.949436777E-002,3.686858327E-004,1.920119352E-002,7.771326586E+002,5.119427666E-002
2017-06-27T11:52:27.9500000-03:00,7.010000000E+000,1.954840224E-002,3.578180441E-004,1.891607898E-002,7.771037015E+002,5.137131363E-002
2017-06-27T11:52:28.9500000-03:00,8.010000000E+000,1.880052298E-002,3.300060815E-004,1.816606951E-002,7.770860394E+002,5.005236343E-002
2017-06-27T11:52:29.9500000-03:00,9.010000000E+000,2.029521768E-002,3.725560239E-004,1.930171039E-002,7.771023882E+002,5.198456347E-002
2017-06-27T11:52:30.9500000-03:00,1.001000000E+001,1.960751409E-002,3.754387988E-004,1.937624315E-002,7.771039938E+002,5.283246934E-002
2017-06-27T11:52:31.9500000-03:00,1.101000000E+001,1.879614768E-002,3.573558596E-004,1.890385833E-002,7.771142552E+002,5.036472157E-002
2017-06-27T11:52:32.9500000-03:00,1.201000000E+001,1.889326365E-002,3.500888137E-004,1.871066043E-002,7.771228025E+002,4.882576317E-002
2017-06-27T11:52:33.9500000-03:00,1.301000000E+001,1.862149958E-002,3.440339909E-004,1.854815330E-002,7.770960738E+002,4.862130806E-002
2017-06-27T11:52:34.9500000-03:00,1.401000000E+001,1.932788882E-002,3.492425879E-004,1.868803328E-002,7.771025444E+002,5.267042294E-002
2017-06-27T11:52:35.9500000-03:00,1.501000000E+001,1.803484290E-002,3.473874553E-004,1.863833295E-002,7.771029731E+002,5.078497902E-002
2017-06-27T11:52:36.9600000-03:00,1.602000000E+001,1.899507507E-002,3.853263205E-004,1.962973053E-002,7.770961154E+002,5.151355267E-002
2017-06-27T11:52:37.9500000-03:00,1.701000000E+001,1.853498713E-002,3.648347161E-004,1.910064701E-002,7.771165422E+002,4.825142771E-002
2017-06-27T11:52:38.9500000-03:00,1.801000000E+001,1.904173099E-002,3.693334494E-004,1.921805009E-002,7.770918977E+002,5.094292015E-002
2017-06-27T11:52:39.9500000-03:00,1.901000000E+001,1.876355635E-002,3.550094337E-004,1.884169402E-002,7.771191385E+002,5.051495880E-002
2017-06-27T11:52:40.9500000-03:00,2.001000000E+001,1.881045949E-002,3.563478145E-004,1.887717708E-002,7.771100482E+002,5.092024803E-002
2017-06-27T11:52:41.9500000-03:00,2.101000000E+001,1.853809034E-002,3.546157725E-004,1.883124458E-002,7.771164526E+002,4.973591492E-002
2017-06-27T11:52:42.9500000-03:00,2.201000000E+001,1.929657834E-002,3.626002097E-004,1.904206422E-002,7.771082785E+002,5.238569900E-002
2017-06-27T11:52:43.9500000-03:00,2.301000000E+001,1.822245348E-002,3.729759435E-004,1.931258511E-002,7.771089450E+002,5.115238950E-002
2017-06-27T11:52:44.9500000-03:00,2.401000000E+001,1.885024939E-002,3.633794808E-004,1.906251507E-002,7.771090383E+002,4.838590696E-002
