Statistics_Analysis_Results, , , , , , 
Timestamp,Time [s],Mean Value[Intensity],Variance[-],Standard Deviation[Intensity],Weighted Average[nm (vac)],Max Value[Intensity]
2017-06-27T11:41:50.9400000-03:00,0.000000000E+000,2.412160088E-002,4.231031082E-004,2.056947030E-002,3.908800046E+002,6.429205090E-002
2017-06-27T11:41:51.9500000-03:00,1.010000000E+000,2.387763258E-002,4.298160367E-004,2.073200513E-002,3.908860356E+002,6.521005929E-002
2017-06-27T11:41:52.9500000-03:00,2.010000000E+000,2.383063461E-002,4.271043533E-004,2.066650317E-002,3.908776863E+002,6.204908341E-002
2017-06-27T11:41:53.9500000-03:00,3.010000000E+000,2.384073760E-002,4.205523622E-004,2.050737336E-002,3.908899008E+002,6.744898856E-002
2017-06-27T11:41:54.9500000-03:00,4.010000000E+000,2.372598951E-002,4.333174805E-004,2.081627922E-002,3.908946101E+002,6.465674937E-002
2017-06-27T11:41:55.9600000-03:00,5.020000000E+000,2.409963712E-002,4.434897773E-004,2.105919698E-002,3.908859545E+002,6.471813470E-002
2017-06-27T11:41:56.9600000-03:00,6.020000000E+000,2.345688515E-002,4.052716357E-004,2.013135951E-002,3.908914559E+002,6.095447764E-002
2017-06-27T11:41:57.9600000-03:00,7.020000000E+000,2.429006679E-002,4.582806896E-004,2.140749144E-002,3.909018200E+002,6.703323126E-002
2017-06-27T11:41:58.9600000-03:00,8.020000000E+000,2.429949182E-002,4.296769765E-004,2.072865110E-002,3.908867280E+002,6.566701084E-002
2017-06-27T11:41:59.9600000-03:00,9.020000000E+000,2.495253657E-002,4.245002723E-004,2.060340439E-002,3.908889715E+002,6.786659360E-002
2017-06-27T11:42:00.9600000-03:00,1.002000000E+001,2.437633959E-002,4.307269483E-004,2.075396223E-002,3.908810107E+002,6.677276641E-002
2017-06-27T11:42:01.9600000-03:00,1.102000000E+001,2.476410993E-002,4.210371897E-004,2.051919077E-002,3.908590508E+002,6.558137387E-002
2017-06-27T11:42:02.9600000-03:00,1.202000000E+001,2.368795345E-002,4.307128315E-004,2.075362213E-002,3.908902577E+002,6.408353895E-002
2017-06-27T11:42:03.9600000-03:00,1.302000000E+001,2.459563741E-002,4.500941879E-004,2.121542335E-002,3.908845964E+002,6.795256585E-002
2017-06-27T11:42:04.9600000-03:00,1.402000000E+001,2.444908295E-002,4.254570039E-004,2.062660912E-002,3.908791191E+002,6.698448211E-002
2017-06-27T11:42:05.9600000-03:00,1.502000000E+001,2.415034799E-002,4.115883852E-004,2.028764119E-002,3.908646884E+002,6.601018459E-002
2017-06-27T11:42:06.9600000-03:00,1.602000000E+001,2.418792192E-002,4.403441976E-004,2.098437985E-002,3.908805505E+002,6.780105084E-002
2017-06-27T11:42:07.9600000-03:00,1.702000000E+001,2.426813588E-002,4.321758177E-004,2.078883878E-002,3.908972918E+002,6.577342749E-002
2017-06-27T11:42:08.9600000-03:00,1.802000000E+001,2.354604251E-002,4.302319575E-004,2.074203359E-002,3.909007448E+002,6.647115201E-002
2017-06-27T11:42:09.9600000-03:00,1.902000000E+001,2.397319537E-002,4.348407151E-004,2.085283470E-002,3.908880040E+002,6.411115080E-002
2017-06-27T11:42:10.9600000-03:00,2.002000000E+001,2.509562348E-002,4.203527538E-004,2.050250604E-002,3.908601128E+002,6.439863890E-002
2017-06-27T11:42:11.9600000-03:00,2.102000000E+001,2.430304410E-002,4.329281033E-004,2.080692441E-002,3.908837776E+002,6.574788690E-002
2017-06-27T11:42:12.9600000-03:00,2.202000000E+001,2.482045260E-002,4.131985551E-004,2.032728598E-002,3.908511115E+002,6.451369077E-002
2017-06-27T11:42:13.9600000-03:00,2.302000000E+001,2.474313817E-002,4.266342687E-004,2.065512694E-002,3.908672291E+002,6.366706640E-002
2017-06-27T11:42:14.9600000-03:00,2.402000000E+001,2.429367913E-002,4.222604417E-004,2.054897666E-002,3.909067583E+002,6.558967382E-002
2017-06-27T11:42:15.9600000-03:00,2.502000000E+001,2.482108483E-002,4.318613296E-004,2.078127353E-002,3.908945940E+002,6.512804329E-002
2017-06-27T11:42:16.9700000-03:00,2.603000000E+001,2.393131439E-002,4.250631406E-004,2.061705945E-002,3.908764576E+002,6.445939094E-002
2017-06-27T11:42:17.9700000-03:00,2.703000000E+001,2.461548667E-002,4.378627073E-004,2.092516923E-002,3.908901759E+002,6.741138548E-002
2017-06-27T11:42:18.9600000-03:00,2.802000000E+001,2.377173559E-002,4.063758012E-004,2.015876487E-002,3.908888100E+002,6.569563597E-002
2017-06-27T11:42:19.9600000-03:00,2.902000000E+001,2.487785946E-002,4.485036543E-004,2.117790486E-002,3.908939955E+002,6.838995963E-002
2017-06-27T11:42:20.9600000-03:00,3.002000000E+001,2.449525041E-002,4.371436506E-004,2.090798055E-002,3.908802940E+002,6.608598679E-002
2017-06-27T11:42:21.9600000-03:00,3.102000000E+001,2.373830604E-002,4.170242708E-004,2.042117212E-002,3.908839432E+002,6.518276036E-002
2017-06-27T11:42:22.9600000-03:00,3.202000000E+001,2.416936934E-002,4.473352790E-004,2.115030210E-002,3.909069102E+002,6.922174990E-002
2017-06-27T11:42:23.9600000-03:00,3.302000000E+001,2.422791534E-002,4.269694961E-004,2.066324021E-002,3.908739872E+002,6.364489347E-002
2017-06-27T11:42:24.9600000-03:00,3.402000000E+001,2.432972885E-002,4.320733740E-004,2.078637472E-002,3.908892154E+002,6.520428509E-002
2017-06-27T11:42:25.9600000-03:00,3.502000000E+001,2.469711397E-002,4.211100422E-004,2.052096592E-002,3.908800498E+002,6.559909135E-002
2017-06-27T11:42:26.9600000-03:00,3.602000000E+001,2.436969646E-002,4.322557711E-004,2.079076168E-002,3.908881405E+002,6.811443716E-002
2017-06-27T11:42:27.9600000-03:00,3.702000000E+001,2.426529069E-002,4.292077656E-004,2.071733008E-002,3.908759528E+002,6.679764390E-002
2017-06-27T11:42:28.9600000-03:00,3.802000000E+001,2.477097319E-002,4.238246855E-004,2.058700283E-002,3.908874176E+002,6.498543918E-002
2017-06-27T11:42:29.9600000-03:00,3.902000000E+001,2.415939429E-002,4.395247327E-004,2.096484516E-002,3.908894618E+002,6.339292973E-002
2017-06-27T11:42:30.9600000-03:00,4.002000000E+001,2.421822596E-002,4.251101628E-004,2.061819979E-002,3.908762319E+002,6.661418080E-002
2017-06-27T11:42:31.9600000-03:00,4.102000000E+001,2.414094099E-002,4.257196302E-004,2.063297434E-002,3.908948987E+002,6.378341466E-002
2017-06-27T11:42:32.9600000-03:00,4.202000000E+001,2.456581533E-002,4.337420049E-004,2.082647366E-002,3.908849573E+002,6.538824737E-002
2017-06-27T11:42:33.9600000-03:00,4.302000000E+001,2.431189114E-002,4.217141259E-004,2.053567934E-002,3.908922375E+002,6.342708319E-002
2017-06-27T11:42:34.9600000-03:00,4.402000000E+001,2.428824207E-002,4.242252375E-004,2.059672880E-002,3.908965649E+002,6.383247674E-002
2017-06-27T11:42:35.9600000-03:00,4.502000000E+001,2.443803068E-002,4.391298528E-004,2.095542538E-002,3.908897507E+002,6.759734452E-002
2017-06-27T11:42:36.9600000-03:00,4.602000000E+001,2.485047062E-002,4.396224867E-004,2.096717641E-002,3.908801156E+002,6.362542510E-002
2017-06-27T11:42:37.9600000-03:00,4.702000000E+001,2.420687290E-002,4.283124600E-004,2.069571115E-002,3.908761180E+002,6.394255906E-002
2017-06-27T11:42:38.9600000-03:00,4.802000000E+001,2.479730877E-002,4.487142582E-004,2.118287653E-002,3.908846464E+002,6.847062707E-002
2017-06-27T11:42:39.9600000-03:00,4.902000000E+001,2.521522405E-002,4.468851585E-004,2.113965843E-002,3.908690604E+002,6.688497961E-002
2017-06-27T11:42:40.9600000-03:00,5.002000000E+001,2.436530028E-002,4.438110126E-004,2.106682256E-002,3.908785753E+002,6.581056118E-002
2017-06-27T11:42:41.9700000-03:00,5.103000000E+001,2.397270619E-002,4.215911824E-004,2.053268571E-002,3.908900933E+002,6.299546361E-002
2017-06-27T11:42:42.9700000-03:00,5.203000000E+001,2.436268470E-002,4.277851377E-004,2.068296733E-002,3.908709768E+002,6.502794474E-002
2017-06-27T11:42:43.9700000-03:00,5.303000000E+001,2.394499200E-002,4.364715384E-004,2.089190126E-002,3.909050556E+002,6.701587141E-002
2017-06-27T11:42:44.9700000-03:00,5.403000000E+001,2.390769732E-002,4.445352194E-004,2.108400388E-002,3.908995519E+002,6.655929983E-002
2017-06-27T11:42:45.9700000-03:00,5.503000000E+001,2.505441069E-002,4.416068540E-004,2.101444394E-002,3.908686019E+002,6.848814338E-002
2017-06-27T11:42:46.9700000-03:00,5.603000000E+001,2.333433574E-002,4.243388179E-004,2.059948587E-002,3.909050815E+002,6.373549998E-002
2017-06-27T11:42:47.9700000-03:00,5.703000000E+001,2.467473619E-002,4.092284350E-004,2.022939532E-002,3.908774266E+002,6.308832020E-002
2017-06-27T11:42:48.9700000-03:00,5.803000000E+001,2.403496923E-002,4.294505409E-004,2.072318848E-002,3.908829795E+002,6.641506404E-002
2017-06-27T11:42:49.9700000-03:00,5.903000000E+001,2.469767556E-002,4.530498473E-004,2.128496764E-002,3.909093028E+002,6.646304578E-002
2017-06-27T11:42:50.9700000-03:00,6.003000000E+001,2.360680538E-002,4.256737517E-004,2.063186254E-002,3.908751395E+002,6.539198011E-002
2017-06-27T11:42:51.9700000-03:00,6.103000000E+001,2.411333292E-002,4.337357552E-004,2.082632361E-002,3.908747155E+002,6.650101393E-002
2017-06-27T11:42:52.9700000-03:00,6.203000000E+001,2.392132548E-002,4.045544303E-004,2.011353848E-002,3.908741942E+002,6.439398229E-002
2017-06-27T11:42:53.9700000-03:00,6.303000000E+001,2.399232931E-002,4.326340563E-004,2.079985712E-002,3.908834914E+002,6.520764530E-002
2017-06-27T11:42:54.9700000-03:00,6.403000000E+001,2.474758487E-002,4.225030539E-004,2.055487908E-002,3.908782704E+002,6.603594869E-002
2017-06-27T11:42:55.9700000-03:00,6.503000000E+001,2.414016069E-002,4.310861529E-004,2.076261431E-002,3.908904826E+002,6.412902474E-002
2017-06-27T11:42:56.9700000-03:00,6.603000000E+001,2.392425251E-002,4.260058825E-004,2.063990994E-002,3.908728551E+002,6.731609255E-002
2017-06-27T11:42:57.9600000-03:00,6.702000000E+001,2.395498863E-002,4.533199268E-004,2.129131106E-002,3.909053025E+002,6.696224958E-002
2017-06-27T11:42:58.9600000-03:00,6.802000000E+001,2.412395708E-002,4.423153747E-004,2.103129513E-002,3.909171915E+002,6.420712173E-002
2017-06-27T11:42:59.9600000-03:00,6.902000000E+001,2.398283743E-002,4.336546716E-004,2.082437686E-002,3.909014473E+002,6.587546319E-002
2017-06-27T11:43:00.9600000-03:00,7.002000000E+001,2.469464814E-002,4.399395681E-004,2.097473643E-002,3.908885964E+002,6.566417962E-002
2017-06-27T11:43:01.9600000-03:00,7.102000000E+001,2.359575127E-002,4.082429527E-004,2.020502296E-002,3.908826395E+002,6.290292740E-002
2017-06-27T11:43:02.9700000-03:00,7.203000000E+001,2.435150780E-002,4.302276927E-004,2.074193078E-002,3.909063707E+002,6.517089158E-002
2017-06-27T11:43:03.9700000-03:00,7.303000000E+001,2.395694970E-002,4.319039522E-004,2.078229901E-002,3.908900763E+002,6.497861445E-002
2017-06-27T11:43:04.9700000-03:00,7.403000000E+001,2.409443897E-002,4.236659815E-004,2.058314800E-002,3.908867803E+002,6.636647880E-002
2017-06-27T11:43:05.9700000-03:00,7.503000000E+001,2.483994706E-002,4.552721746E-004,2.133710793E-002,3.909088737E+002,6.747474521E-002
2017-06-27T11:43:06.9700000-03:00,7.603000000E+001,2.485770125E-002,4.128748231E-004,2.031932142E-002,3.908612961E+002,6.307870150E-002
2017-06-27T11:43:07.9700000-03:00,7.703000000E+001,2.412102083E-002,4.383973391E-004,2.093794018E-002,3.908963223E+002,6.497340649E-002
2017-06-27T11:43:08.9700000-03:00,7.803000000E+001,2.430986370E-002,4.270863656E-004,2.066606798E-002,3.908963330E+002,6.427592039E-002
2017-06-27T11:43:09.9700000-03:00,7.903000000E+001,2.449888199E-002,4.447303711E-004,2.108863132E-002,3.909086506E+002,6.783810258E-002
2017-06-27T11:43:10.9700000-03:00,8.003000000E+001,2.396231873E-002,4.457639721E-004,2.111312322E-002,3.908844882E+002,6.617027521E-002
2017-06-27T11:43:11.9700000-03:00,8.103000000E+001,2.445989395E-002,4.349008935E-004,2.085427758E-002,3.908773936E+002,6.503830850E-002
2017-06-27T11:43:12.9700000-03:00,8.203000000E+001,2.445944976E-002,4.288764954E-004,2.070933353E-002,3.908800405E+002,6.565017253E-002
