Statistics_Analysis_Results, , , , , , 
Timestamp,Time [s],Mean Value[Intensity],Variance[-],Standard Deviation[Intensity],Weighted Average[nm (vac)],Max Value[Intensity]
2017-06-27T12:55:44.7200000-03:00,0.000000000E+000,2.332101712E-002,4.872601789E-004,2.207397062E-002,4.272448219E+002,6.817474961E-002
2017-06-27T12:55:45.7300000-03:00,1.010000000E+000,2.251198407E-002,4.723638520E-004,2.173393319E-002,4.272802223E+002,6.484600902E-002
2017-06-27T12:55:46.7300000-03:00,2.010000000E+000,2.320125139E-002,4.645843603E-004,2.155421908E-002,4.272414454E+002,6.556685269E-002
2017-06-27T12:55:47.7300000-03:00,3.010000000E+000,2.329529271E-002,4.543544795E-004,2.131559240E-002,4.272522378E+002,6.489151716E-002
2017-06-27T12:55:48.7300000-03:00,4.010000000E+000,2.346580937E-002,4.677724979E-004,2.162804887E-002,4.272273120E+002,6.493122876E-002
2017-06-27T12:55:49.7300000-03:00,5.010000000E+000,2.324297232E-002,4.734298927E-004,2.175844417E-002,4.272354299E+002,6.655158848E-002
2017-06-27T12:55:50.7300000-03:00,6.010000000E+000,2.298734576E-002,4.581693150E-004,2.140488998E-002,4.272225502E+002,6.519332528E-002
2017-06-27T12:55:51.7300000-03:00,7.010000000E+000,2.342235194E-002,4.687668043E-004,2.165102317E-002,4.272332183E+002,6.548769772E-002
2017-06-27T12:55:52.7300000-03:00,8.010000000E+000,2.324316625E-002,4.650553433E-004,2.156514186E-002,4.272362845E+002,6.624297053E-002
2017-06-27T12:55:53.7300000-03:00,9.010000000E+000,2.305076651E-002,4.706356545E-004,2.169413871E-002,4.272397190E+002,6.516656280E-002
2017-06-27T12:55:54.7300000-03:00,1.001000000E+001,2.310087716E-002,4.585075020E-004,2.141278828E-002,4.272282836E+002,6.698340178E-002
2017-06-27T12:55:55.7300000-03:00,1.101000000E+001,2.287534833E-002,4.722957097E-004,2.173236549E-002,4.272476991E+002,6.655859202E-002
2017-06-27T12:55:56.7300000-03:00,1.201000000E+001,2.276344448E-002,4.621001887E-004,2.149651573E-002,4.272379731E+002,6.552404165E-002
2017-06-27T12:55:57.7300000-03:00,1.301000000E+001,2.302628351E-002,4.943402784E-004,2.223376438E-002,4.272418265E+002,6.899370998E-002
2017-06-27T12:55:58.7300000-03:00,1.401000000E+001,2.348624910E-002,4.667495399E-004,2.160438705E-002,4.272765755E+002,6.781738251E-002
2017-06-27T12:55:59.7300000-03:00,1.501000000E+001,2.283929817E-002,4.503955832E-004,2.122252537E-002,4.272460962E+002,6.699793786E-002
2017-06-27T12:56:00.7300000-03:00,1.601000000E+001,2.291191824E-002,4.718326231E-004,2.172170857E-002,4.272545363E+002,6.484303623E-002
2017-06-27T12:56:01.7300000-03:00,1.701000000E+001,2.302477943E-002,4.728983170E-004,2.174622535E-002,4.272460628E+002,6.834433973E-002
2017-06-27T12:56:02.7300000-03:00,1.801000000E+001,2.332040739E-002,4.791625889E-004,2.188978275E-002,4.272565740E+002,6.663127989E-002
2017-06-27T12:56:03.7300000-03:00,1.901000000E+001,2.338525658E-002,4.767857721E-004,2.183542471E-002,4.272648399E+002,6.665775925E-002
2017-06-27T12:56:04.7300000-03:00,2.001000000E+001,2.330264071E-002,4.652686300E-004,2.157008646E-002,4.272377238E+002,6.736505032E-002
2017-06-27T12:56:05.7300000-03:00,2.101000000E+001,2.259792040E-002,4.806892709E-004,2.192462704E-002,4.272756621E+002,6.682985276E-002
2017-06-27T12:56:06.7300000-03:00,2.201000000E+001,2.321768984E-002,4.593004218E-004,2.143129538E-002,4.272514505E+002,6.443286687E-002
2017-06-27T12:56:07.7300000-03:00,2.301000000E+001,2.340487375E-002,4.621648569E-004,2.149801984E-002,4.272603258E+002,6.477681547E-002
2017-06-27T12:56:08.7300000-03:00,2.401000000E+001,2.314542949E-002,4.680700626E-004,2.163492691E-002,4.272413200E+002,6.432320923E-002
2017-06-27T12:56:09.7300000-03:00,2.501000000E+001,2.263582558E-002,4.553220259E-004,2.133827608E-002,4.272632685E+002,6.449639052E-002
2017-06-27T12:56:10.7300000-03:00,2.601000000E+001,2.275121586E-002,4.625102984E-004,2.150605260E-002,4.272538546E+002,6.703114510E-002
2017-06-27T12:56:11.7300000-03:00,2.701000000E+001,2.374165765E-002,4.898696696E-004,2.213299956E-002,4.272335216E+002,6.840196252E-002
2017-06-27T12:56:12.7300000-03:00,2.801000000E+001,2.282547180E-002,4.686133088E-004,2.164747812E-002,4.272449940E+002,6.656916440E-002
2017-06-27T12:56:13.7300000-03:00,2.901000000E+001,2.324097743E-002,4.599086305E-004,2.144548042E-002,4.272251937E+002,6.570004672E-002
2017-06-27T12:56:14.7300000-03:00,3.001000000E+001,2.290903954E-002,4.605085453E-004,2.145946284E-002,4.272491328E+002,6.630029529E-002
2017-06-27T12:56:15.7300000-03:00,3.101000000E+001,2.311079429E-002,4.706056497E-004,2.169344716E-002,4.272576829E+002,6.611075997E-002
2017-06-27T12:56:16.7300000-03:00,3.201000000E+001,2.372705685E-002,4.729977812E-004,2.174851216E-002,4.272336653E+002,6.833889335E-002
2017-06-27T12:56:17.7300000-03:00,3.301000000E+001,2.364202335E-002,4.791278637E-004,2.188898955E-002,4.272433095E+002,6.889046729E-002
2017-06-27T12:56:18.7300000-03:00,3.401000000E+001,2.296156504E-002,4.539008151E-004,2.130494814E-002,4.272279526E+002,6.602326035E-002
2017-06-27T12:56:19.7300000-03:00,3.501000000E+001,2.332556782E-002,4.618686979E-004,2.149113068E-002,4.272412330E+002,6.871017814E-002
2017-06-27T12:56:20.7300000-03:00,3.601000000E+001,2.250308601E-002,4.708045620E-004,2.169803129E-002,4.272450967E+002,6.677076221E-002
2017-06-27T12:56:21.7200000-03:00,3.700000000E+001,2.319050249E-002,4.654859738E-004,2.157512396E-002,4.272692147E+002,6.602285802E-002
2017-06-27T12:56:22.7200000-03:00,3.800000000E+001,2.315735627E-002,4.892359952E-004,2.211867978E-002,4.272407488E+002,6.714078784E-002
2017-06-27T12:56:23.7200000-03:00,3.900000000E+001,2.294038529E-002,4.636381702E-004,2.153225883E-002,4.272697015E+002,6.464748085E-002
2017-06-27T12:56:24.7200000-03:00,4.000000000E+001,2.341674723E-002,4.563546756E-004,2.136245949E-002,4.272445427E+002,6.576510519E-002
2017-06-27T12:56:25.7200000-03:00,4.100000000E+001,2.298175399E-002,4.734207781E-004,2.175823472E-002,4.272621724E+002,6.547011435E-002
2017-06-27T12:56:26.7200000-03:00,4.200000000E+001,2.312603554E-002,4.710071322E-004,2.170269873E-002,4.272417229E+002,6.604569405E-002
2017-06-27T12:56:27.7200000-03:00,4.300000000E+001,2.333521251E-002,4.638996274E-004,2.153832926E-002,4.272505820E+002,6.651613116E-002
2017-06-27T12:56:28.7200000-03:00,4.400000000E+001,2.299745402E-002,4.694752788E-004,2.166737822E-002,4.272565205E+002,6.686729938E-002
2017-06-27T12:56:29.7200000-03:00,4.500000000E+001,2.264213693E-002,4.648077245E-004,2.155939991E-002,4.272604070E+002,6.614449620E-002
2017-06-27T12:56:30.7200000-03:00,4.600000000E+001,2.325259050E-002,4.691920157E-004,2.166084060E-002,4.272554426E+002,6.607440114E-002
2017-06-27T12:56:31.7200000-03:00,4.700000000E+001,2.306174104E-002,4.549567652E-004,2.132971554E-002,4.272639898E+002,6.483864039E-002
2017-06-27T12:56:32.7100000-03:00,4.799000000E+001,2.305096855E-002,4.654353152E-004,2.157394992E-002,4.272207476E+002,6.849998981E-002
2017-06-27T12:56:33.7100000-03:00,4.899000000E+001,2.349914501E-002,4.662741970E-004,2.159338318E-002,4.272508952E+002,6.529557705E-002
2017-06-27T12:56:34.7100000-03:00,4.999000000E+001,2.260954557E-002,4.691460782E-004,2.165978020E-002,4.272571702E+002,6.527994573E-002
2017-06-27T12:56:35.7100000-03:00,5.099000000E+001,2.334061937E-002,4.577476850E-004,2.139503879E-002,4.272475170E+002,6.700383127E-002
2017-06-27T12:56:36.7100000-03:00,5.199000000E+001,2.278775668E-002,4.586086243E-004,2.141514941E-002,4.272518831E+002,6.340166926E-002
2017-06-27T12:56:37.7100000-03:00,5.299000000E+001,2.304636100E-002,4.721284150E-004,2.172851617E-002,4.272522281E+002,6.662727892E-002
2017-06-27T12:56:38.7100000-03:00,5.399000000E+001,2.296462426E-002,4.557567247E-004,2.134845954E-002,4.272513321E+002,6.491807848E-002
2017-06-27T12:56:39.7100000-03:00,5.499000000E+001,2.314833404E-002,4.547132575E-004,2.132400660E-002,4.272391430E+002,6.620769948E-002
2017-06-27T12:56:40.7100000-03:00,5.599000000E+001,2.230849978E-002,4.635067890E-004,2.152920781E-002,4.272691865E+002,6.176642701E-002
2017-06-27T12:56:41.7100000-03:00,5.699000000E+001,2.299539241E-002,4.731807126E-004,2.175271736E-002,4.272667262E+002,6.623379141E-002
2017-06-27T12:56:42.7100000-03:00,5.799000000E+001,2.251832088E-002,4.608697122E-004,2.146787629E-002,4.272732484E+002,6.416734308E-002
2017-06-27T12:56:43.7100000-03:00,5.899000000E+001,2.305225112E-002,4.642529260E-004,2.154652933E-002,4.272431824E+002,6.513180584E-002
2017-06-27T12:56:44.7100000-03:00,5.999000000E+001,2.298052128E-002,4.444411014E-004,2.108177178E-002,4.272209766E+002,6.443616748E-002
2017-06-27T12:56:45.7100000-03:00,6.099000000E+001,2.273059563E-002,4.640038346E-004,2.154074824E-002,4.272235834E+002,6.654287130E-002
2017-06-27T12:56:46.7100000-03:00,6.199000000E+001,2.260227844E-002,4.869193606E-004,2.206624936E-002,4.272527235E+002,6.751487404E-002
2017-06-27T12:56:47.7100000-03:00,6.299000000E+001,2.287437777E-002,4.600132155E-004,2.144791868E-002,4.272387918E+002,6.505011022E-002
2017-06-27T12:56:48.7100000-03:00,6.399000000E+001,2.276399477E-002,4.583063845E-004,2.140809157E-002,4.272529526E+002,6.552015245E-002
2017-06-27T12:56:49.7100000-03:00,6.499000000E+001,2.225126167E-002,4.457214355E-004,2.111211585E-002,4.272670839E+002,6.613267213E-002
2017-06-27T12:56:50.7100000-03:00,6.599000000E+001,2.361626931E-002,4.609919147E-004,2.147072227E-002,4.272388808E+002,6.481922418E-002
2017-06-27T12:56:51.7100000-03:00,6.699000000E+001,2.295240937E-002,4.580471602E-004,2.140203636E-002,4.272499447E+002,6.729631871E-002
2017-06-27T12:56:52.7100000-03:00,6.799000000E+001,2.295382723E-002,4.713180491E-004,2.170986064E-002,4.272417561E+002,6.627555192E-002
2017-06-27T12:56:53.7100000-03:00,6.899000000E+001,2.326900196E-002,4.623062674E-004,2.150130850E-002,4.272297818E+002,6.565613300E-002
2017-06-27T12:56:54.7100000-03:00,6.999000000E+001,2.283462954E-002,4.616802937E-004,2.148674693E-002,4.272423917E+002,6.336101890E-002
