Timestamp, Time, Mean, Variance, SDeviation, Weighted, Min, Max, RootMeanSquare
45.4900, 2.400000000E+000, -3.563431148E-005, 3.611814334E-006, 1.900477396E-003, 4.732577323E+002, -2.262101509E-003, 1.021441445E-002, 1.879580165E-003
45.5900, 2.500000000E+000, 6.733399525E-004, 3.543418658E-006, 1.882397051E-003, 4.728804764E+002, -1.823472558E-003, 1.099718455E-002, 1.979409688E-003
45.6900, 2.600000000E+000, -3.402143421E-004, 3.201203340E-006, 1.789190694E-003, 4.733248070E+002, -3.262267448E-003, 8.866327815E-003, 1.801613523E-003
45.7900, 2.700000000E+000, 3.082544155E-004, 3.234104135E-006, 1.798361514E-003, 4.730814831E+002, -2.261183690E-003, 9.452784434E-003, 1.804786951E-003
45.8900, 2.800000000E+000, 3.157561150E-006, 4.137357067E-006, 2.034049426E-003, 4.731366948E+002, -3.782317275E-003, 1.072445884E-002, 2.011324382E-003
45.9900, 2.900000000E+000, 1.359642888E-003, 3.407506011E-006, 1.845943122E-003, 4.732548311E+002, -2.115851268E-003, 1.024126075E-002, 2.276051941E-003
46.0900, 3.000000000E+000, 7.907194227E-005, 4.531549598E-006, 2.128743667E-003, 4.730515840E+002, -3.044119338E-003, 1.099941786E-002, 2.106442705E-003
46.1900, 3.100000000E+000, 4.537478462E-004, 3.294402313E-006, 1.815048846E-003, 4.731876184E+002, -2.576848958E-003, 9.164383635E-003, 1.851237554E-003
46.2900, 3.200000000E+000, -1.299064348E-004, 3.655286725E-006, 1.911880416E-003, 4.731529822E+002, -2.769533312E-003, 9.219749831E-003, 1.894975940E-003
46.3900, 3.300000000E+000, 3.085786522E-004, 4.329933988E-006, 2.080849343E-003, 4.730788415E+002, -2.148627304E-003, 1.178475842E-002, 2.080609050E-003
46.4900, 3.400000000E+000, -8.720455622E-006, 5.079401919E-006, 2.253752852E-003, 4.729521560E+002, -4.027947783E-003, 1.082990132E-002, 2.228587527E-003
46.5900, 3.500000000E+000, -6.751397135E-005, 3.800906378E-006, 1.949591336E-003, 4.730945165E+002, -3.002041252E-003, 1.012484077E-002, 1.928989354E-003
46.6900, 3.600000000E+000, 8.302995405E-004, 3.661000794E-006, 1.913374191E-003, 4.723395190E+002, -1.976939384E-003, 9.762969799E-003, 2.066166147E-003
46.7900, 3.700000000E+000, 4.661205973E-004, 5.011624965E-006, 2.238665889E-003, 4.725312758E+002, -2.790412633E-003, 1.241034828E-002, 2.262194495E-003
46.8900, 3.800000000E+000, 1.578133406E-004, 3.397562746E-006, 1.843247880E-003, 4.730644829E+002, -2.475414891E-003, 9.996348061E-003, 1.829471618E-003
46.9900, 3.900000000E+000, 3.156366399E-004, 3.364007662E-006, 1.834123132E-003, 4.734468497E+002, -2.020074520E-003, 1.042502746E-002, 1.840890661E-003
47.0900, 4.000000000E+000, 9.937480782E-005, 2.177239195E-006, 1.475547083E-003, 4.730559270E+002, -2.104009734E-003, 7.367416751E-003, 1.462440240E-003
47.1900, 4.100000000E+000, 6.531026918E-004, 5.158358552E-006, 2.271202006E-003, 4.724506234E+002, -2.168493345E-003, 1.254660450E-002, 2.338861152E-003
47.2900, 4.200000000E+000, 6.081146041E-004, 2.824815009E-006, 1.680718599E-003, 4.730104961E+002, -2.451687353E-003, 8.878353052E-003, 1.769701871E-003
47.3900, 4.300000000E+000, 6.412091599E-004, 4.134756415E-006, 2.033410046E-003, 4.726686479E+002, -2.323951107E-003, 1.098410692E-002, 2.110455431E-003
47.4900, 4.400000000E+000, 8.188753063E-004, 4.050981935E-006, 2.012705129E-003, 4.728789947E+002, -2.276323037E-003, 1.213888731E-002, 2.152095928E-003
47.5900, 4.500000000E+000, 5.739769027E-004, 3.767790394E-006, 1.941079698E-003, 4.735076369E+002, -2.434142865E-003, 1.027749199E-002, 2.003374953E-003
47.6900, 4.600000000E+000, 6.614475246E-006, 3.421378952E-006, 1.849696989E-003, 4.731031218E+002, -2.435328439E-003, 1.017426141E-002, 1.829041295E-003
47.7900, 4.700000000E+000, 5.656798745E-004, 3.865770301E-006, 1.966156225E-003, 4.724383152E+002, -2.587940311E-003, 1.034274418E-002, 2.024810612E-003
47.8900, 4.800000000E+000, 5.793808946E-004, 3.944936963E-006, 1.986186538E-003, 4.729540914E+002, -4.291265272E-003, 9.826636873E-003, 2.047670364E-003
47.9900, 4.900000000E+000, 4.778557692E-004, 4.123115231E-006, 2.030545550E-003, 4.731203251E+002, -2.270528814E-003, 1.120383106E-002, 2.063937156E-003
48.0900, 5.000000000E+000, 8.019238960E-004, 3.528058884E-006, 1.878312776E-003, 4.727584122E+002, -1.742234919E-003, 1.045566332E-002, 2.023052029E-003
48.1900, 5.100000000E+000, 8.844020576E-004, 4.949644471E-006, 2.224779645E-003, 4.730459835E+002, -1.854585251E-003, 1.209874637E-002, 2.371037615E-003
48.2900, 5.200000000E+000, 2.094237670E-004, 2.718686632E-006, 1.648844029E-003, 4.729192366E+002, -2.699356526E-003, 7.989824750E-003, 1.643815588E-003
48.3900, 5.300000000E+000, 1.474982832E-004, 4.207973400E-006, 2.051334541E-003, 4.725876263E+002, -2.311708406E-003, 1.127437130E-002, 2.033769560E-003
48.4900, 5.400000000E+000, 3.066240578E-005, 3.869345636E-006, 1.967065234E-003, 4.731629960E+002, -2.930964576E-003, 1.073183957E-002, 1.945327829E-003
48.5900, 5.500000000E+000, 4.487344294E-004, 4.298498004E-006, 2.073281940E-003, 4.730112519E+002, -2.051314339E-003, 1.201484166E-002, 2.098651570E-003
48.6900, 5.600000000E+000, 8.278783593E-004, 2.840508381E-006, 1.685380782E-003, 4.725693280E+002, -2.836959437E-003, 9.141813964E-003, 1.860851566E-003
48.7900, 5.700000000E+000, 1.003060864E-003, 2.096119401E-006, 1.447798122E-003, 4.730409772E+002, -1.372317085E-003, 7.956734858E-003, 1.748047501E-003
48.8900, 5.800000000E+000, 5.115127877E-004, 4.251025442E-006, 2.061801504E-003, 4.730959234E+002, -1.621118281E-003, 1.166348346E-002, 2.101952317E-003
48.9900, 5.900000000E+000, 4.417718626E-004, 4.070724741E-006, 2.017603713E-003, 4.730311294E+002, -2.063055057E-003, 1.146517508E-002, 2.043386055E-003
49.0900, 6.000000000E+000, 3.675318295E-004, 3.661755127E-006, 1.913571302E-003, 4.729972804E+002, -2.320185537E-003, 9.476909414E-003, 1.927553485E-003
49.1900, 6.100000000E+000, 3.084137374E-004, 3.685746340E-006, 1.919829769E-003, 4.731068544E+002, -2.371719806E-003, 1.045179926E-002, 1.923268026E-003
49.2900, 6.200000000E+000, 7.914379698E-004, 3.017476965E-006, 1.737088646E-003, 4.727056732E+002, -2.080398612E-003, 8.927906863E-003, 1.891241915E-003
49.3900, 6.300000000E+000, 2.490753645E-004, 4.304314505E-006, 2.074684194E-003, 4.730531107E+002, -3.032646608E-003, 1.084762998E-002, 2.066567591E-003
49.4900, 6.400000000E+000, 2.927293674E-004, 3.703537558E-006, 1.924457731E-003, 4.722878210E+002, -2.325145993E-003, 9.988430887E-003, 1.925338206E-003
49.5900, 6.500000000E+000, 4.149542814E-004, 4.008183370E-006, 2.002044797E-003, 4.729225781E+002, -2.887847368E-003, 9.880901314E-003, 2.022696142E-003
49.6900, 6.600000000E+000, 6.343507917E-005, 3.211397566E-006, 1.792037267E-003, 4.738000754E+002, -2.701252233E-003, 8.906465955E-003, 1.773148946E-003
49.7900, 6.700000000E+000, 4.285349161E-005, 3.430890659E-006, 1.852266357E-003, 4.729098892E+002, -3.502710024E-003, 9.109752253E-003, 1.832071250E-003
49.8900, 6.800000000E+000, 4.164422410E-005, 4.639901108E-006, 2.154042968E-003, 4.725284854E+002, -3.457070794E-003, 1.034415141E-002, 2.130381758E-003
49.9900, 6.900000000E+000, 6.114939815E-004, 3.033177923E-006, 1.741602114E-003, 4.729879171E+002, -2.384375781E-003, 9.298615158E-003, 1.827484298E-003
50.0900, 7.000000000E+000, -4.012706223E-005, 3.340815611E-006, 1.827789816E-003, 4.728907242E+002, -2.599241212E-003, 9.925809689E-003, 1.807812337E-003
50.1900, 7.100000000E+000, 8.311824963E-004, 3.930651985E-006, 1.982587195E-003, 4.731534405E+002, -2.468300983E-003, 1.119188499E-002, 2.129358708E-003
50.2900, 7.200000000E+000, 2.143738742E-004, 5.060937836E-006, 2.249652826E-003, 4.731079001E+002, -3.432086669E-003, 1.155905146E-002, 2.234821852E-003
50.3900, 7.300000000E+000, -2.470333089E-004, 3.047832213E-006, 1.745804174E-003, 4.732159575E+002, -2.961242339E-003, 7.647808176E-003, 1.743883042E-003
50.4900, 7.400000000E+000, 5.714212645E-004, 4.096178982E-006, 2.023901920E-003, 4.731381236E+002, -2.350745723E-003, 1.068541221E-002, 2.081267653E-003
50.5900, 7.500000000E+000, 4.256777550E-004, 3.804465455E-006, 1.950503898E-003, 4.729648291E+002, -3.174545942E-003, 1.019101404E-002, 1.975126155E-003
50.6900, 7.600000000E+000, 1.084263603E-003, 3.967388584E-006, 1.991830461E-003, 4.729351313E+002, -1.304450678E-003, 1.194282062E-002, 2.248299792E-003
50.7900, 7.700000000E+000, 5.510138690E-004, 3.304370070E-006, 1.817792637E-003, 4.730916203E+002, -2.105756896E-003, 9.690088220E-003, 1.880041464E-003
50.8900, 7.800000000E+000, 7.510996301E-004, 3.108989195E-006, 1.763232598E-003, 4.730851677E+002, -1.340981107E-003, 1.069404185E-002, 1.898433881E-003
50.9900, 7.900000000E+000, 1.322739274E-004, 2.984932879E-006, 1.727695829E-003, 4.731816116E+002, -1.749623450E-003, 8.152884431E-003, 1.713504429E-003
51.0900, 8.000000000E+000, 4.037270409E-004, 4.046445244E-006, 2.011577800E-003, 4.723980946E+002, -2.701033140E-003, 9.663295001E-003, 2.029660012E-003
51.1900, 8.100000000E+000, 2.863565764E-004, 3.413541419E-006, 1.847577175E-003, 4.733259440E+002, -3.934584558E-003, 8.809410967E-003, 1.849239041E-003
51.2900, 8.200000000E+000, 2.307085904E-004, 4.044690799E-006, 2.011141666E-003, 4.729867525E+002, -3.018750576E-003, 1.131975092E-002, 2.002007801E-003
51.3900, 8.300000000E+000, 8.939683890E-004, 3.868745576E-006, 1.966912702E-003, 4.724489306E+002, -2.178963507E-003, 1.109761652E-002, 2.140549680E-003
51.4900, 8.400000000E+000, 5.855532043E-004, 3.699563332E-006, 1.923424896E-003, 4.732903216E+002, -1.715188497E-003, 1.094249729E-002, 1.990030997E-003
51.5900, 8.500000000E+000, -2.465838754E-005, 2.534899564E-006, 1.592136792E-003, 4.734499189E+002, -2.453810535E-003, 7.451645564E-003, 1.574540091E-003
51.6900, 8.600000000E+000, 2.766127011E-004, 3.534852712E-006, 1.880120398E-003, 4.728523208E+002, -3.166012699E-003, 8.956839330E-003, 1.879578414E-003
51.7900, 8.700000000E+000, 6.353843618E-004, 3.242029593E-006, 1.800563688E-003, 4.724924887E+002, -2.623890992E-003, 1.052261423E-002, 1.890422645E-003
51.8900, 8.800000000E+000, 2.409810645E-004, 3.598034937E-006, 1.896848686E-003, 4.727409786E+002, -2.532330574E-003, 9.888040833E-003, 1.891071252E-003
51.9900, 8.900000000E+000, 4.959333575E-004, 4.541716997E-006, 2.131130451E-003, 4.727439281E+002, -2.533768537E-003, 1.166795939E-002, 2.164887953E-003
52.0900, 9.000000000E+000, -1.969722471E-005, 2.507556886E-006, 1.583526724E-003, 4.731003251E+002, -1.671256381E-003, 8.261554874E-003, 1.565957017E-003
52.1900, 9.100000000E+000, 7.104456690E-004, 3.540370392E-006, 1.881587200E-003, 4.728391705E+002, -2.111506416E-003, 1.067921985E-002, 1.991589451E-003
52.2900, 9.200000000E+000, 2.394313077E-004, 3.803438634E-006, 1.950240661E-003, 4.729617714E+002, -2.662602579E-003, 9.971795604E-003, 1.943256320E-003
52.3900, 9.300000000E+000, 6.585304625E-004, 3.769737206E-006, 1.941581110E-003, 4.727075581E+002, -1.221782877E-003, 1.170837693E-002, 2.029686586E-003
52.4900, 9.400000000E+000, 3.877646768E-004, 3.571958510E-006, 1.889962568E-003, 4.728671682E+002, -2.326588146E-003, 8.305378258E-003, 1.908649548E-003
52.5900, 9.500000000E+000, 8.622878964E-004, 3.451324776E-006, 1.857774146E-003, 4.727010941E+002, -1.789795933E-003, 1.059901807E-002, 2.029327250E-003
52.6900, 9.600000000E+000, 1.295899762E-004, 3.516086380E-006, 1.875123031E-003, 4.731255209E+002, -3.865148174E-003, 8.988612331E-003, 1.858694351E-003
52.7900, 9.700000000E+000, 3.577715939E-005, 4.252118384E-006, 2.062066532E-003, 4.728721955E+002, -2.566033741E-003, 1.015139185E-002, 2.039339812E-003
52.8900, 9.800000000E+000, 4.202627926E-004, 4.130543686E-006, 2.032373904E-003, 4.730812975E+002, -2.516165609E-003, 1.163388416E-002, 2.053137755E-003
52.9900, 9.900000000E+000, 1.077880143E-004, 4.258731339E-006, 2.063669387E-003, 4.732289295E+002, -2.563911723E-003, 1.102008484E-002, 2.043455681E-003
53.0900, 1.000000000E+001, 3.620223632E-004, 3.462031618E-006, 1.860653546E-003, 4.733845391E+002, -1.832653652E-003, 9.961250238E-003, 1.875142067E-003
53.1900, 1.010000000E+001, 2.399357830E-004, 5.137569708E-006, 2.266620769E-003, 4.732509454E+002, -2.399357734E-003, 1.207797043E-002, 2.254100857E-003
53.2900, 1.020000000E+001, 1.638677689E-005, 4.275030096E-006, 2.067614591E-003, 4.731264713E+002, -3.276603529E-003, 1.019964088E-002, 2.044577696E-003
53.3900, 1.030000000E+001, -1.342834109E-004, 4.210342519E-006, 2.051911918E-003, 4.733322142E+002, -2.975136507E-003, 1.082913578E-002, 2.033423563E-003
53.4900, 1.040000000E+001, 2.468723764E-004, 4.474082514E-006, 2.115202712E-003, 4.729017352E+002, -2.728826832E-003, 1.185799297E-002, 2.106087469E-003
53.5900, 1.050000000E+001, -1.401394148E-004, 3.999245711E-006, 1.999811419E-003, 4.729456665E+002, -1.804370200E-003, 1.091643982E-002, 1.982425948E-003
53.6900, 1.060000000E+001, 1.588980218E-004, 3.893426241E-006, 1.973176688E-003, 4.733494736E+002, -2.654063050E-003, 1.044262201E-002, 1.957588884E-003
53.7900, 1.070000000E+001, 1.116559695E-003, 3.189090217E-006, 1.785802401E-003, 4.729314156E+002, -2.469892614E-003, 9.239561856E-003, 2.089240795E-003
53.8900, 1.080000000E+001, 5.068777019E-004, 4.581242659E-006, 2.140383764E-003, 4.730460500E+002, -2.671138849E-003, 1.228723861E-002, 2.176318513E-003
53.9900, 1.090000000E+001, 9.886391368E-004, 4.329003511E-006, 2.080625750E-003, 4.729832808E+002, -2.751394175E-003, 1.214804780E-002, 2.282588613E-003
54.0900, 1.100000000E+001, -1.580274115E-004, 3.824070706E-006, 1.955523128E-003, 4.733411919E+002, -2.663611434E-003, 1.016502641E-002, 1.940119589E-003
54.1900, 1.110000000E+001, 4.218011188E-004, 3.819355589E-006, 1.954317167E-003, 4.731815953E+002, -3.162381472E-003, 1.017236430E-002, 1.977978060E-003
54.2900, 1.120000000E+001, 8.346553169E-004, 3.688846270E-006, 1.920636944E-003, 4.727155473E+002, -2.316483995E-003, 9.932938963E-003, 2.074493048E-003
54.3900, 1.130000000E+001, -1.145986994E-004, 4.423851959E-006, 2.103295500E-003, 4.734930642E+002, -3.207861213E-003, 1.135609951E-002, 2.082949111E-003
54.4900, 1.140000000E+001, 1.289769839E-004, 3.256677072E-006, 1.804626574E-003, 4.731269942E+002, -3.233443713E-003, 8.049787022E-003, 1.789117529E-003
54.5900, 1.150000000E+001, 7.305734371E-004, 3.827228250E-006, 1.956330302E-003, 4.729734490E+002, -3.053445369E-003, 1.041326299E-002, 2.067828881E-003
54.6900, 1.160000000E+001, -4.525991632E-005, 3.133072409E-006, 1.770048703E-003, 4.731225912E+002, -2.677252283E-003, 8.744488470E-003, 1.750856087E-003
54.7900, 1.170000000E+001, 8.229673547E-004, 3.684131361E-006, 1.919409118E-003, 4.732490138E+002, -2.021732042E-003, 1.079834718E-002, 2.068704194E-003
54.8900, 1.180000000E+001, 4.247050230E-004, 4.000548273E-006, 2.000137064E-003, 4.727435188E+002, -2.412072150E-003, 1.073484775E-002, 2.022874578E-003
54.9900, 1.190000000E+001, 5.732588317E-004, 2.886386015E-006, 1.698936731E-003, 4.727908549E+002, -1.943428651E-003, 9.906525724E-003, 1.775068954E-003
55.0900, 1.200000000E+001, 4.820254912E-004, 4.213438777E-006, 2.052666260E-003, 4.731585162E+002, -1.810413785E-003, 1.231216639E-002, 2.086182010E-003
55.1900, 1.210000000E+001, 5.268654918E-004, 4.066733460E-006, 2.016614356E-003, 4.729721481E+002, -1.916011097E-003, 1.133827772E-002, 2.062510328E-003
55.2900, 1.220000000E+001, 3.878591131E-004, 3.358353437E-006, 1.832581086E-003, 4.730113851E+002, -2.841293579E-003, 9.687458165E-003, 1.853148146E-003
55.3900, 1.230000000E+001, 4.491382492E-004, 3.618496354E-006, 1.902234569E-003, 4.730886909E+002, -1.957088243E-003, 1.029951591E-002, 1.933858964E-003
55.4900, 1.240000000E+001, 5.421325022E-004, 3.648553296E-006, 1.910118660E-003, 4.729256054E+002, -2.189121209E-003, 9.849918075E-003, 1.965039944E-003
55.5900, 1.250000000E+001, 1.623698838E-004, 3.769582977E-006, 1.941541392E-003, 4.734087567E+002, -3.202294931E-003, 1.040971372E-002, 1.926701442E-003
55.6900, 1.260000000E+001, 5.941513623E-004, 4.448400357E-006, 2.109123125E-003, 4.733032752E+002, -1.609347761E-003, 1.183343958E-002, 2.168539337E-003
55.7900, 1.270000000E+001, 4.302432635E-004, 3.444289664E-006, 1.855879755E-003, 4.728360782E+002, -2.278951928E-003, 8.649197407E-003, 1.884902958E-003
55.8900, 1.280000000E+001, 7.862255888E-005, 3.203353045E-006, 1.789791341E-003, 4.730709422E+002, -2.415050520E-003, 9.274605662E-003, 1.771538577E-003
55.9900, 1.290000000E+001, 4.976593741E-005, 3.036893262E-006, 1.742668431E-003, 4.732978700E+002, -2.442440251E-003, 9.573553689E-003, 1.723915135E-003
56.0900, 1.300000000E+001, 4.447460415E-004, 2.945601329E-006, 1.716275423E-003, 4.729698835E+002, -2.234251471E-003, 9.507404640E-003, 1.754406613E-003
56.1900, 1.310000000E+001, 8.116222582E-005, 3.182735049E-006, 1.784022155E-003, 4.733158195E+002, -2.245488809E-003, 8.927846327E-003, 1.765954391E-003
56.2900, 1.320000000E+001, 6.749305035E-004, 5.427344793E-006, 2.329666241E-003, 4.733487914E+002, -2.677484881E-003, 1.319810655E-002, 2.400472519E-003
56.3900, 1.330000000E+001, 8.096581904E-004, 4.295197579E-006, 2.072485845E-003, 4.730845060E+002, -2.749952720E-003, 1.096374542E-002, 2.203473424E-003
56.4900, 1.340000000E+001, 2.610818865E-004, 4.314666024E-006, 2.077177418E-003, 4.729601108E+002, -2.202737611E-003, 1.175770350E-002, 2.070494701E-003
56.5900, 1.350000000E+001, -3.307766908E-006, 3.707390591E-006, 1.925458540E-003, 4.730255737E+002, -2.079377184E-003, 1.099228207E-002, 1.903947235E-003
56.6900, 1.360000000E+001, 7.675339650E-004, 3.820025917E-006, 1.954488659E-003, 4.728624841E+002, -2.930092392E-003, 1.024179999E-002, 2.079481868E-003
56.7900, 1.370000000E+001, 5.692559764E-004, 2.971537087E-006, 1.723814690E-003, 4.730303430E+002, -1.478743041E-003, 9.692980908E-003, 1.797096351E-003
56.8900, 1.380000000E+001, 6.203507553E-004, 4.078111124E-006, 2.019433367E-003, 4.725437685E+002, -1.857445575E-003, 1.101843920E-002, 2.091009683E-003
56.9900, 1.390000000E+001, 2.774533748E-004, 3.237261816E-006, 1.799239233E-003, 4.729714401E+002, -1.699890476E-003, 9.852150455E-003, 1.800639620E-003
57.1000, 1.401000000E+001, 9.998609296E-005, 5.122164729E-006, 2.263219991E-003, 4.732547566E+002, -3.475456499E-003, 1.146381907E-002, 2.240164294E-003
57.1900, 1.410000000E+001, -4.092158053E-004, 3.575793832E-006, 1.890976952E-003, 4.735521574E+002, -3.682942130E-003, 9.613561444E-003, 1.914102746E-003
57.2900, 1.420000000E+001, 9.178150509E-004, 3.968195232E-006, 1.992032939E-003, 4.730485301E+002, -2.219793387E-003, 1.089614257E-002, 2.173107817E-003
57.3900, 1.430000000E+001, 8.639354382E-004, 3.913260968E-006, 1.978196393E-003, 4.726721777E+002, -2.258252120E-003, 1.050695777E-002, 2.138383514E-003
57.4900, 1.440000000E+001, 1.294113194E-004, 3.995351957E-006, 1.998837652E-003, 4.728524175E+002, -2.374043688E-003, 1.074745134E-002, 1.980735633E-003
57.5900, 1.450000000E+001, 6.915423394E-004, 4.197719430E-006, 2.048833675E-003, 4.727841201E+002, -3.259355435E-003, 1.104934979E-002, 2.140716605E-003
57.6900, 1.460000000E+001, 4.874320583E-004, 3.075652090E-006, 1.753753714E-003, 4.732970639E+002, -2.396578435E-003, 8.181734011E-003, 1.801359008E-003
57.8000, 1.471000000E+001, 1.184549158E-004, 4.034265823E-006, 2.008548188E-003, 4.731943753E+002, -2.372104675E-003, 1.031820476E-002, 1.989634901E-003
57.8900, 1.480000000E+001, 1.038676696E-004, 3.306355468E-006, 1.818338656E-003, 4.734559459E+002, -3.587268060E-003, 9.075269103E-003, 1.801018988E-003
57.9900, 1.490000000E+001, 3.383530153E-004, 3.825351709E-006, 1.955850636E-003, 4.736518231E+002, -2.649254398E-003, 1.004011091E-002, 1.963371248E-003
58.0900, 1.500000000E+001, 6.448156824E-004, 3.467726449E-006, 1.862183248E-003, 4.730429339E+002, -2.973124618E-003, 8.901341818E-003, 1.951013359E-003
58.1900, 1.510000000E+001, 4.111783363E-004, 3.996240289E-006, 1.999059851E-003, 4.728132606E+002, -2.424223348E-003, 1.037567575E-002, 2.019035060E-003
58.2900, 1.520000000E+001, -1.132474778E-004, 3.574364427E-006, 1.890598960E-003, 4.729260924E+002, -2.334883204E-003, 1.014489774E-002, 1.872901252E-003
58.3900, 1.530000000E+001, 5.145515299E-004, 3.709256485E-006, 1.925943012E-003, 4.731652177E+002, -2.144340426E-003, 1.062699966E-002, 1.972711799E-003
58.4900, 1.540000000E+001, 4.496502921E-004, 3.827805433E-006, 1.956477813E-003, 4.732938240E+002, -2.515757224E-003, 9.738415480E-003, 1.986184401E-003
58.5900, 1.550000000E+001, 8.855074959E-004, 3.616907032E-006, 1.901816771E-003, 4.730046316E+002, -2.131888643E-003, 9.117992595E-003, 2.078618494E-003
58.7000, 1.561000000E+001, 6.059881899E-004, 3.685694062E-006, 1.919816153E-003, 4.732388264E+002, -1.985651907E-003, 1.037452370E-002, 1.992739681E-003
58.8000, 1.571000000E+001, 8.128798596E-004, 3.303476431E-006, 1.817546817E-003, 4.727537854E+002, -1.780522405E-003, 1.025490742E-002, 1.972521105E-003
58.9000, 1.581000000E+001, 2.197422282E-004, 3.456344712E-006, 1.859124717E-003, 4.726854121E+002, -3.097734181E-003, 9.780182503E-003, 1.851438278E-003
58.9900, 1.590000000E+001, 3.374131061E-004, 3.062621977E-006, 1.750034850E-003, 4.726680323E+002, -3.077297704E-003, 8.690829389E-003, 1.763068721E-003
59.1000, 1.601000000E+001, 5.294226402E-004, 4.225270676E-006, 2.055546320E-003, 4.731540912E+002, -2.421634970E-003, 1.091765054E-002, 2.100396178E-003
59.2000, 1.611000000E+001, 3.670154999E-004, 3.341377441E-006, 1.827943500E-003, 4.729877749E+002, -2.114622388E-003, 9.842688218E-003, 1.844403694E-003
59.3000, 1.621000000E+001, 4.765930518E-004, 3.056573789E-006, 1.748305977E-003, 4.730116348E+002, -2.982651815E-003, 9.326704778E-003, 1.793262631E-003
