Statistics_Analysis_Results, , , , , , , , 
Timestamp,Time [s],Mean Value[Intensity],Variance[-],Standard Deviation[Intensity],Weighted Average[nm (vac)],Min Value[Intensity],Max Value[Intensity],Root Mean Square[Intensity]
2017-06-13T13:22:35.3400000-03:00,4.300000000E+000,1.571019346E-003,1.194262752E-005,3.455810689E-003,8.672435415E+002,-1.440288848E-003,1.032545138E-002,3.617149526E-003
2017-06-13T13:22:35.4400000-03:00,4.400000000E+000,1.555142177E-003,9.873002395E-006,3.142133415E-003,8.672870606E+002,-1.562658581E-003,9.450363927E-003,3.345813701E-003
2017-06-13T13:22:35.5400000-03:00,4.500000000E+000,2.045561296E-003,9.119604812E-006,3.019868344E-003,8.673051727E+002,-1.025409903E-003,9.305313230E-003,3.505800394E-003
2017-06-13T13:22:35.6400000-03:00,4.600000000E+000,1.019340445E-003,8.498661806E-006,2.915246440E-003,8.672148931E+002,-2.787399804E-003,7.902143523E-003,2.931453734E-003
2017-06-13T13:22:35.7400000-03:00,4.700000000E+000,1.221579451E-003,1.165293665E-005,3.413639795E-003,8.672321095E+002,-1.671120757E-003,9.749331512E-003,3.442444229E-003
2017-06-13T13:22:35.8400000-03:00,4.800000000E+000,2.109756958E-003,5.630939517E-006,2.372960075E-003,8.672469681E+002,-5.610496155E-004,7.712742779E-003,3.075118533E-003
2017-06-13T13:22:35.9400000-03:00,4.900000000E+000,1.112072877E-003,1.054790158E-005,3.247753312E-003,8.673136100E+002,-2.055832185E-003,8.980739862E-003,3.257701428E-003
2017-06-13T13:22:36.0400000-03:00,5.000000000E+000,1.389708896E-003,1.399638414E-005,3.741174166E-003,8.672169712E+002,-2.104845596E-003,1.087578665E-002,3.791110808E-003
2017-06-13T13:22:36.1400000-03:00,5.100000000E+000,1.571887511E-003,1.044891882E-005,3.232478743E-003,8.672794597E+002,-5.278508792E-004,1.003543474E-002,3.429104575E-003
2017-06-13T13:22:36.2400000-03:00,5.200000000E+000,7.133830804E-004,1.050782748E-005,3.241577930E-003,8.672556891E+002,-2.834739396E-003,8.477156051E-003,3.138344549E-003
2017-06-13T13:22:36.3500000-03:00,5.310000000E+000,9.462843251E-004,8.383075410E-006,2.895354108E-003,8.673357255E+002,-5.298891338E-004,8.561655879E-003,2.889130771E-003
2017-06-13T13:22:36.4500000-03:00,5.410000000E+000,1.264089533E-003,8.200754203E-006,2.863695899E-003,8.673192645E+002,-9.424305754E-004,8.175247349E-003,2.981187957E-003
2017-06-13T13:22:36.5400000-03:00,5.500000000E+000,2.028860727E-003,7.814179234E-006,2.795385346E-003,8.672696044E+002,3.042164317E-004,9.200857021E-003,3.325990521E-003
2017-06-13T13:22:36.6500000-03:00,5.610000000E+000,8.089082128E-004,6.676438951E-006,2.583880599E-003,8.672690885E+002,-1.686979551E-003,7.217024919E-003,2.566894018E-003
2017-06-13T13:22:36.7500000-03:00,5.710000000E+000,1.089702858E-003,6.734628659E-006,2.595116309E-003,8.672993963E+002,-1.808155212E-003,7.444549352E-003,2.678392971E-003
2017-06-13T13:22:36.8500000-03:00,5.810000000E+000,8.342389717E-004,6.217473012E-006,2.493486116E-003,8.672286549E+002,-2.114908537E-003,6.921928842E-003,2.494513447E-003
2017-06-13T13:22:36.9400000-03:00,5.900000000E+000,1.070651743E-003,5.745594474E-006,2.396996970E-003,8.672965308E+002,-1.183351967E-003,7.093349472E-003,2.500697951E-003
2017-06-13T13:22:37.0400000-03:00,6.000000000E+000,1.594673537E-003,9.899410704E-006,3.146332898E-003,8.674119237E+002,-6.287054857E-004,9.646911174E-003,3.367856866E-003
2017-06-13T13:22:37.1400000-03:00,6.100000000E+000,1.629747541E-003,5.755100324E-006,2.398979017E-003,8.673311139E+002,-1.652288949E-003,6.814283319E-003,2.787780798E-003
2017-06-13T13:22:37.2500000-03:00,6.210000000E+000,1.122526740E-003,1.449981628E-005,3.807862429E-003,8.672954253E+002,-1.997105777E-003,1.055355463E-002,3.761487985E-003
2017-06-13T13:22:37.3400000-03:00,6.300000000E+000,2.278612779E-003,1.720490964E-005,4.147880138E-003,8.672671155E+002,-1.372576808E-003,1.139306370E-002,4.526072161E-003
2017-06-13T13:22:37.4500000-03:00,6.410000000E+000,9.246854622E-004,1.036098737E-005,3.218848765E-003,8.672099486E+002,-1.393794199E-003,9.079960175E-003,3.172508433E-003
2017-06-13T13:22:37.5400000-03:00,6.500000000E+000,1.337264031E-003,8.621974011E-006,2.936319807E-003,8.673045068E+002,-2.046464710E-003,8.149798028E-003,3.074451494E-003
2017-06-13T13:22:37.6400000-03:00,6.600000000E+000,1.684048103E-004,7.806766600E-006,2.794059162E-003,8.671821711E+002,-2.381725702E-003,7.199306972E-003,2.639641693E-003
2017-06-13T13:22:37.7400000-03:00,6.700000000E+000,1.449494309E-003,7.445742340E-006,2.728688758E-003,8.672565311E+002,-1.003149198E-003,7.869649678E-003,2.952875105E-003
2017-06-13T13:22:37.8400000-03:00,6.800000000E+000,1.570675134E-003,9.698685788E-006,3.114271309E-003,8.671854561E+002,-9.153503925E-004,9.527760558E-003,3.329876035E-003
2017-06-13T13:22:37.9400000-03:00,6.900000000E+000,1.235213543E-003,8.923932834E-006,2.987295237E-003,8.672115039E+002,-1.983554568E-003,8.592397906E-003,3.075408467E-003
2017-06-13T13:22:38.0400000-03:00,7.000000000E+000,1.289275611E-003,1.334420652E-005,3.652972286E-003,8.673021799E+002,-1.929405378E-003,1.051255502E-002,3.677464957E-003
2017-06-13T13:22:38.1500000-03:00,7.110000000E+000,2.033637661E-003,1.358564786E-005,3.685871385E-003,8.671546411E+002,-7.569817826E-004,1.038146485E-002,4.026389645E-003
2017-06-13T13:22:38.2400000-03:00,7.200000000E+000,1.005659666E-003,6.959367926E-006,2.638061395E-003,8.673617016E+002,-1.204085769E-003,7.156869397E-003,2.682807519E-003
2017-06-13T13:22:38.3400000-03:00,7.300000000E+000,5.306060549E-004,7.440502635E-006,2.727728475E-003,8.671417808E+002,-1.682006172E-003,7.111323532E-003,2.625894687E-003
2017-06-13T13:22:38.4400000-03:00,7.400000000E+000,-4.693564713E-004,7.092369189E-006,2.663150238E-003,8.673509930E+002,-3.438938642E-003,5.875981413E-003,2.554334290E-003
2017-06-13T13:22:38.5400000-03:00,7.500000000E+000,1.830787754E-003,7.681692073E-006,2.771586562E-003,8.672781709E+002,-1.228288049E-003,8.832405321E-003,3.190604101E-003
2017-06-13T13:22:38.6500000-03:00,7.610000000E+000,1.154697070E-003,9.352040811E-006,3.058110660E-003,8.672319145E+002,-1.336503658E-003,8.913780563E-003,3.105841350E-003
2017-06-13T13:22:38.7400000-03:00,7.700000000E+000,1.434241372E-003,8.324491730E-006,2.885219529E-003,8.672102563E+002,-2.182933502E-003,8.019123226E-003,3.075157966E-003
2017-06-13T13:22:38.8400000-03:00,7.800000000E+000,1.204622798E-003,7.374996087E-006,2.715694402E-003,8.674198498E+002,-1.945582335E-003,7.387802005E-003,2.829605655E-003
2017-06-13T13:22:38.9400000-03:00,7.900000000E+000,1.799665280E-003,9.605966860E-006,3.099349425E-003,8.672136016E+002,-4.395842261E-004,9.596461430E-003,3.431826384E-003
2017-06-13T13:22:39.0400000-03:00,8.000000000E+000,6.421216304E-004,8.640827994E-006,2.939528533E-003,8.672111163E+002,-2.314344980E-003,7.863358594E-003,2.844829728E-003
2017-06-13T13:22:39.1400000-03:00,8.100000000E+000,3.224504302E-004,5.953151799E-006,2.439908154E-003,8.671417357E+002,-1.418330939E-003,6.672243588E-003,2.322857027E-003
2017-06-13T13:22:39.2400000-03:00,8.200000000E+000,1.110725344E-003,7.371957232E-006,2.715134846E-003,8.672862729E+002,-1.952411607E-003,7.435396779E-003,2.790441123E-003
2017-06-13T13:22:39.3400000-03:00,8.300000000E+000,1.279304908E-003,8.773327458E-006,2.961980327E-003,8.672122065E+002,-1.898662769E-003,8.546237834E-003,3.071666379E-003
2017-06-13T13:22:39.4400000-03:00,8.400000000E+000,1.591855490E-003,8.887899330E-006,2.981258011E-003,8.672586764E+002,-1.097546425E-003,9.044053033E-003,3.230225822E-003
2017-06-13T13:22:39.5400000-03:00,8.500000000E+000,7.179938560E-004,8.575848106E-006,2.928454901E-003,8.672560275E+002,-1.323965611E-003,8.392633870E-003,2.852804107E-003
2017-06-13T13:22:39.6500000-03:00,8.610000000E+000,1.102729757E-003,7.681902581E-006,2.771624538E-003,8.673896541E+002,-2.144572558E-003,7.434969302E-003,2.836259996E-003
2017-06-13T13:22:39.7500000-03:00,8.710000000E+000,1.498986804E-003,9.565112783E-006,3.092751652E-003,8.672545840E+002,-1.963334624E-003,9.099864401E-003,3.278610058E-003
2017-06-13T13:22:39.8500000-03:00,8.810000000E+000,1.203494277E-003,3.006503751E-006,1.733927262E-003,8.673471221E+002,-9.246083209E-005,5.617559422E-003,2.029986762E-003
2017-06-13T13:22:39.9500000-03:00,8.910000000E+000,1.764543193E-003,7.274371260E-006,2.697104236E-003,8.671122685E+002,-1.199408434E-003,7.809681818E-003,3.095112351E-003
2017-06-13T13:22:40.0500000-03:00,9.010000000E+000,2.015152775E-004,1.001740415E-005,3.165028302E-003,8.673759772E+002,-2.806175500E-003,7.317711599E-003,2.990813878E-003
