Statistics_Analysis_Results, , , , , , , , 
Timestamp,Time [s],Mean Value[Intensity],Variance[-],Standard Deviation[Intensity],Weighted Average[nm (vac)],Min Value[Intensity],Max Value[Intensity],Root Mean Square[Intensity]
2017-06-13T13:22:34.2400000-03:00,3.200000000E+000,1.399528054E-003,8.126169639E-006,2.850643724E-003,8.673628597E+002,-7.099055219E-004,8.187577128E-003,3.030171724E-003
2017-06-13T13:22:34.3400000-03:00,3.300000000E+000,1.544138745E-003,9.900561244E-006,3.146515731E-003,8.672512347E+002,-1.819153200E-003,8.568279445E-003,3.344377871E-003
2017-06-13T13:22:34.4400000-03:00,3.400000000E+000,6.688822533E-004,6.049025920E-006,2.459476757E-003,8.673154488E+002,-1.068708487E-003,7.021008991E-003,2.413361846E-003
2017-06-13T13:22:34.5400000-03:00,3.500000000E+000,8.057121207E-004,7.818202863E-006,2.796104945E-003,8.673130709E+002,-2.669672947E-003,7.422773167E-003,2.756571363E-003
2017-06-13T13:22:34.6400000-03:00,3.600000000E+000,8.674487019E-004,1.233935213E-005,3.512741398E-003,8.673833932E+002,-2.358799102E-003,9.060855024E-003,3.423562509E-003
2017-06-13T13:22:34.7400000-03:00,3.700000000E+000,4.406644827E-004,1.036411934E-005,3.219335233E-003,8.672300699E+002,-2.648498630E-003,8.342545480E-003,3.067040221E-003
2017-06-13T13:22:34.8400000-03:00,3.800000000E+000,1.538238449E-003,1.015480007E-005,3.186659704E-003,8.672748304E+002,-2.216055291E-003,9.037808515E-003,3.375302427E-003
2017-06-13T13:22:34.9400000-03:00,3.900000000E+000,1.170154983E-003,8.078416413E-006,2.842255515E-003,8.673692996E+002,-8.680340252E-004,8.520261385E-003,2.924051517E-003
2017-06-13T13:22:35.0400000-03:00,4.000000000E+000,1.421790971E-003,5.276562572E-006,2.297076963E-003,8.674132365E+002,-1.181318890E-003,6.366497371E-003,2.590707897E-003
2017-06-13T13:22:35.1400000-03:00,4.100000000E+000,1.371680296E-003,3.924848244E-006,1.981122976E-003,8.671454638E+002,-8.067823946E-004,6.170307752E-003,2.317382322E-003
2017-06-13T13:22:35.2400000-03:00,4.200000000E+000,1.301199499E-003,7.712388080E-006,2.777118665E-003,8.671334314E+002,-8.637077990E-004,8.283025585E-003,2.923794830E-003
