X, Y
456, 11.667
457, 14.333
458, 79.000
459, 87.667
460, 82.333
461, 82.000
462, 77.333
463, 28.667
464, 8.000
465, 8.333
466, 33.000
467, 77.000
468, 82.667
469, 82.667
470, 78.667
471, 33.333
472, 8.333
473, 9.333
474, 65.667
475, 48.333
476, 18.667
477, 23.333
478, 70.000
479, 77.000
480, 15.333
481, 1.333
482, 1.667
483, 4.667
484, 4.000
485, 8.667
486, 35.000
487, 67.333
488, 60.000
489, 36.667
490, 59.667
491, 65.333
492, 42.000
493, 23.667
494, 69.333
495, 68.333
496, 20.667
497, 7.000
498, 3.000
499, 3.333
500, 2.667
501, 0.000
502, 0.333
503, 2.000
504, 2.000
505, 2.000
506, 2.667
507, 2.667
508, 3.000
509, 3.000
510, 3.000
511, 2.333
512, 1.000
513, 7.000
514, 36.667
515, 63.667
516, 9.667
517, 8.667
518, 18.667
519, 47.333
520, 19.333
521, 43.333
522, 56.667
523, 42.667
524, 54.000
525, 61.667
526, 29.333
527, 22.667
528, 56.667
529, 59.667
530, 11.000
531, 4.667
532, 21.333
533, 52.000
534, 52.667
535, 56.000
536, 40.333
537, 14.000
538, 5.667
539, 1.000
540, 4.667
541, 5.000
542, 1.000
543, 5.333
544, 9.667
545, 25.000
546, 56.000
547, 45.333
548, 19.667
549, 35.667
550, 34.000
551, 16.667
552, 6.429
553, 16.667
554, 51.238
555, 22.381
556, 5.333
557, 3.238
