X, Y
456, 33.000
457, 28.000
458, 23.000
459, 47.667
460, 81.000
461, 81.667
462, 60.000
463, 16.333
464, 4.333
465, 2.333
466, 5.667
467, 20.667
468, 42.333
469, 11.333
470, 6.000
471, 5.667
472, 21.667
473, 42.333
474, 16.667
475, 6.333
476, 8.000
477, 19.000
478, 52.667
479, 9.000
480, 5.000
481, 5.333
482, 1.333
483, 4.000
484, 3.333
485, 5.667
486, 16.667
487, 45.333
488, 17.000
489, 4.667
490, 1.000
491, 4.000
492, 2.000
493, 1.333
494, 3.333
495, 3.000
496, 4.333
497, 4.333
498, 3.333
499, 3.000
500, 2.667
501, 3.333
502, 10.333
503, 42.667
504, 24.667
505, 6.667
506, 2.667
507, 0.000
508, 3.667
509, 2.333
510, 1.667
511, 1.000
512, 1.000
513, 1.000
514, 1.000
515, 1.000
516, 1.000
517, 1.000
518, 1.000
519, 1.000
520, 1.000
521, 1.000
522, 1.000
523, 1.000
524, 1.000
525, 1.000
526, 2.333
527, 2.000
528, 2.333
529, 3.333
530, 3.333
531, 3.667
532, 3.000
533, 3.000
534, 6.667
535, 19.667
536, 37.667
537, 8.667
538, 2.333
539, 5.000
540, 5.000
541, 3.000
542, 3.667
543, 1.000
544, 1.000
545, 3.000
546, 5.667
547, 7.000
548, 4.667
549, 1.667
550, 1.667
551, 3.333
552, 5.333
553, 34.000
554, 12.333
555, 9.000
556, 45.667
