X, Y
456, 5.000
457, 5.667
458, 19.667
459, 61.667
460, 66.000
461, 17.333
462, 6.333
463, 3.667
464, 1.667
465, 1.000
466, 2.000
467, 2.667
468, 2.667
469, 3.000
470, 2.333
471, 1.667
472, 1.667
473, 5.667
474, 1.333
475, 5.667
476, 10.667
477, 39.333
478, 74.000
479, 23.000
480, 7.333
481, 2.333
482, 2.000
483, 1.667
484, 1.333
485, 1.333
486, 1.333
487, 1.333
488, 1.667
489, 1.667
490, 2.000
491, 1.667
492, 1.667
493, 1.333
494, 1.667
495, 1.667
496, 3.667
497, 4.000
498, 7.333
499, 5.000
500, 16.333
501, 51.000
502, 68.000
503, 37.333
504, 32.667
505, 70.000
506, 76.333
507, 65.000
508, 22.000
509, 10.333
510, 19.667
511, 67.667
512, 63.667
513, 21.000
514, 7.667
515, 1.333
516, 3.333
517, 3.000
518, 2.333
519, 0.667
520, 1.333
521, 3.667
522, 7.000
523, 8.000
524, 6.333
525, 4.667
526, 4.333
527, 3.333
528, 3.333
529, 2.667
530, 4.333
531, 3.000
532, 6.333
533, 3.667
534, 11.333
535, 47.667
536, 39.333
537, 13.667
538, 6.333
539, 5.000
540, 3.000
541, 5.667
542, 2.000
543, 4.000
544, 4.333
545, 3.333
546, 2.667
547, 1.000
548, 0.333
549, 1.333
550, 7.000
551, 13.333
552, 47.333
553, 56.333
554, 26.333
555, 9.333
556, 4.000
557, 3.667
