X, Y
456, 1.000
457, 1.000
458, 1.000
459, 1.000
460, 1.000
461, 6.000
462, 22.000
463, 70.333
464, 77.333
465, 75.333
466, 72.333
467, 36.333
468, 8.667
469, 1.667
470, 1.333
471, 6.000
472, 3.000
473, 2.000
474, 6.000
475, 5.000
476, 5.000
477, 19.667
478, 76.667
479, 75.000
480, 15.000
481, 2.000
482, 2.333
483, 8.333
484, 22.333
485, 66.000
486, 66.000
487, 36.000
488, 44.000
489, 67.667
490, 45.000
491, 15.667
492, 4.333
493, 1.333
494, 1.667
495, 4.000
496, 1.000
497, 0.333
498, 6.333
499, 10.667
500, 64.667
501, 65.333
502, 12.000
503, 12.667
504, 59.667
505, 66.000
506, 19.000
507, 3.000
508, 3.667
509, 5.000
510, 19.000
511, 41.000
512, 56.667
513, 33.000
514, 32.000
515, 54.667
516, 49.000
517, 39.667
518, 56.333
519, 45.333
520, 8.000
521, 3.000
522, 17.000
523, 50.667
524, 50.667
525, 59.667
526, 46.000
527, 13.333
528, 4.667
529, 1.667
530, 1.000
531, 5.000
532, 0.333
533, 2.333
