Statistics_Analysis_Results, , , , , , 
Timestamp,Time [s],Mean Value[Intensity],Variance[-],Standard Deviation[Intensity],Weighted Average[nm (vac)],Max Value[Intensity]
2017-06-27T11:16:40.7900000-03:00,0.000000000E+000,2.212176439E-002,3.506774617E-004,1.872638411E-002,4.271607020E+002,5.654393509E-002
2017-06-27T11:16:41.7800000-03:00,9.900000000E-001,2.248540660E-002,3.354903259E-004,1.831639500E-002,4.271592013E+002,5.354772136E-002
2017-06-27T11:16:42.7900000-03:00,2.000000000E+000,2.168092042E-002,3.209148584E-004,1.791409664E-002,4.271548454E+002,5.373570696E-002
2017-06-27T11:16:43.7900000-03:00,3.000000000E+000,2.262528453E-002,3.344462822E-004,1.828787254E-002,4.271329532E+002,5.395905301E-002
2017-06-27T11:16:44.7900000-03:00,4.000000000E+000,2.232949787E-002,3.257195601E-004,1.804770235E-002,4.271198696E+002,5.354451761E-002
2017-06-27T11:16:45.7900000-03:00,5.000000000E+000,2.174520367E-002,3.304077272E-004,1.817712098E-002,4.271495712E+002,5.634062737E-002
2017-06-27T11:16:46.7900000-03:00,6.000000000E+000,2.244344482E-002,3.402745601E-004,1.844653247E-002,4.271657246E+002,5.503364280E-002
2017-06-27T11:16:47.7800000-03:00,6.990000000E+000,2.179149952E-002,3.270862740E-004,1.808552665E-002,4.271385350E+002,5.266209692E-002
2017-06-27T11:16:48.7800000-03:00,7.990000000E+000,2.187465604E-002,3.404231439E-004,1.845055945E-002,4.271616312E+002,5.691565201E-002
2017-06-27T11:16:49.7800000-03:00,8.990000000E+000,2.210598745E-002,3.394812401E-004,1.842501669E-002,4.271576275E+002,5.343709886E-002
2017-06-27T11:16:50.7800000-03:00,9.990000000E+000,2.217114268E-002,3.546729760E-004,1.883276336E-002,4.271604516E+002,5.452705920E-002
2017-06-27T11:16:51.7800000-03:00,1.099000000E+001,2.199589827E-002,3.292420721E-004,1.814502885E-002,4.271532789E+002,5.524238944E-002
2017-06-27T11:16:52.7700000-03:00,1.198000000E+001,2.155872407E-002,3.364503303E-004,1.834258243E-002,4.271870225E+002,5.480296537E-002
2017-06-27T11:16:53.7700000-03:00,1.298000000E+001,2.137901832E-002,3.318594212E-004,1.821700912E-002,4.271542358E+002,5.479026213E-002
2017-06-27T11:16:54.7700000-03:00,1.398000000E+001,2.166428806E-002,3.323327767E-004,1.822999662E-002,4.271702222E+002,5.532484874E-002
2017-06-27T11:16:55.7700000-03:00,1.498000000E+001,2.119695241E-002,3.367936987E-004,1.835193992E-002,4.271838715E+002,5.413990840E-002
2017-06-27T11:16:56.7700000-03:00,1.598000000E+001,2.177589434E-002,3.219846413E-004,1.794393049E-002,4.271403305E+002,5.346841365E-002
2017-06-27T11:16:57.7700000-03:00,1.698000000E+001,2.230443321E-002,3.320718886E-004,1.822283975E-002,4.271408453E+002,5.667117983E-002
2017-06-27T11:16:58.7600000-03:00,1.797000000E+001,2.196989477E-002,3.659591478E-004,1.913005875E-002,4.271622527E+002,5.469213799E-002
2017-06-27T11:16:59.7600000-03:00,1.897000000E+001,2.214663978E-002,3.293290823E-004,1.814742633E-002,4.271485703E+002,5.449716374E-002
2017-06-27T11:17:00.7600000-03:00,1.997000000E+001,2.134010072E-002,3.382411029E-004,1.839133228E-002,4.271565018E+002,5.351275206E-002
2017-06-27T11:17:01.7500000-03:00,2.096000000E+001,2.247101188E-002,3.313870776E-004,1.820404014E-002,4.271222458E+002,5.535586551E-002
2017-06-27T11:17:02.7500000-03:00,2.196000000E+001,2.104097854E-002,3.266813703E-004,1.807432904E-002,4.271618634E+002,5.372881889E-002
2017-06-27T11:17:03.7500000-03:00,2.296000000E+001,2.213159588E-002,3.452980875E-004,1.858219814E-002,4.271675603E+002,5.620487779E-002
2017-06-27T11:17:04.7400000-03:00,2.395000000E+001,2.147659102E-002,3.341325856E-004,1.827929390E-002,4.271706068E+002,5.437114462E-002
2017-06-27T11:17:05.7400000-03:00,2.495000000E+001,2.216956478E-002,3.318998785E-004,1.821811951E-002,4.271458815E+002,5.390140787E-002
2017-06-27T11:17:06.7400000-03:00,2.595000000E+001,2.244565132E-002,3.411518896E-004,1.847029750E-002,4.271591105E+002,5.764896795E-002
2017-06-27T11:17:07.7400000-03:00,2.695000000E+001,2.169524857E-002,3.179428695E-004,1.783095257E-002,4.271555120E+002,5.202076584E-002
