Statistics_Analysis_Results, , , , , , 
Timestamp,Time [s],Mean Value[Intensity],Variance[-],Standard Deviation[Intensity],Weighted Average[nm (vac)],Max Value[Intensity]
2017-06-27T10:34:33.9700000-03:00,0.000000000E+000,3.324037854E-002,7.954656470E-004,2.820400055E-002,4.272382890E+002,8.218228072E-002
2017-06-27T10:34:34.9600000-03:00,9.900000000E-001,3.326309129E-002,7.609528081E-004,2.758537308E-002,4.272307923E+002,8.182488382E-002
2017-06-27T10:34:35.9600000-03:00,1.990000000E+000,3.276863689E-002,7.800513166E-004,2.792939879E-002,4.272439251E+002,7.994049042E-002
2017-06-27T10:34:36.9600000-03:00,2.990000000E+000,3.302955858E-002,7.872001689E-004,2.805708768E-002,4.272356500E+002,8.295646310E-002
2017-06-27T10:34:37.9800000-03:00,4.010000000E+000,3.406267382E-002,7.861911666E-004,2.803910067E-002,4.272341192E+002,8.163823932E-002
2017-06-27T10:34:38.9800000-03:00,5.010000000E+000,3.387347151E-002,7.998775550E-004,2.828210662E-002,4.272314240E+002,8.299793303E-002
2017-06-27T10:34:39.9700000-03:00,6.000000000E+000,3.349374701E-002,7.562278637E-004,2.749959752E-002,4.272278894E+002,8.207336068E-002
2017-06-27T10:34:40.9800000-03:00,7.010000000E+000,3.397686323E-002,7.904520680E-004,2.811497942E-002,4.272416841E+002,8.041997999E-002
2017-06-27T10:34:41.9700000-03:00,8.000000000E+000,3.303839741E-002,7.415984111E-004,2.723230455E-002,4.272297105E+002,7.787258923E-002
2017-06-27T10:34:42.9700000-03:00,9.000000000E+000,3.341429919E-002,8.014506455E-004,2.830990367E-002,4.272270940E+002,8.308447152E-002
2017-06-27T10:34:43.9700000-03:00,1.000000000E+001,3.316990855E-002,8.003720249E-004,2.829084702E-002,4.272472203E+002,8.286011964E-002
2017-06-27T10:34:44.9700000-03:00,1.100000000E+001,3.340678403E-002,7.840535818E-004,2.800095680E-002,4.272240656E+002,8.130202442E-002
2017-06-27T10:34:45.9700000-03:00,1.200000000E+001,3.327509032E-002,7.629396787E-004,2.762136272E-002,4.272297700E+002,8.040301502E-002
2017-06-27T10:34:46.9700000-03:00,1.300000000E+001,3.349903752E-002,7.529085135E-004,2.743917844E-002,4.272187656E+002,8.149531484E-002
2017-06-27T10:34:47.9700000-03:00,1.400000000E+001,3.372371937E-002,7.820770669E-004,2.796564083E-002,4.272324506E+002,8.009261638E-002
2017-06-27T10:34:48.9700000-03:00,1.500000000E+001,3.309481796E-002,7.811225835E-004,2.794857033E-002,4.272511660E+002,8.156910539E-002
2017-06-27T10:34:49.9700000-03:00,1.600000000E+001,3.376757408E-002,7.605174537E-004,2.757748092E-002,4.272256025E+002,7.840374112E-002
2017-06-27T10:34:50.9700000-03:00,1.700000000E+001,3.328182860E-002,8.070458443E-004,2.840855231E-002,4.272354557E+002,8.308727294E-002
2017-06-27T10:34:51.9700000-03:00,1.800000000E+001,3.355463056E-002,7.873710352E-004,2.806013249E-002,4.272437652E+002,8.129697293E-002
2017-06-27T10:34:52.9700000-03:00,1.900000000E+001,3.358143688E-002,7.916113446E-004,2.813558858E-002,4.272406268E+002,8.299049735E-002
2017-06-27T10:34:53.9700000-03:00,2.000000000E+001,3.360021142E-002,8.125830612E-004,2.850584258E-002,4.272485567E+002,8.305409551E-002
2017-06-27T10:34:54.9700000-03:00,2.100000000E+001,3.334414962E-002,7.914174889E-004,2.813214334E-002,4.272482404E+002,8.085966855E-002
2017-06-27T10:34:55.9700000-03:00,2.200000000E+001,3.393487835E-002,7.949512558E-004,2.819487996E-002,4.272388211E+002,8.214026690E-002
2017-06-27T10:34:56.9700000-03:00,2.300000000E+001,3.290807155E-002,7.632098158E-004,2.762625229E-002,4.272372925E+002,8.143154532E-002
2017-06-27T10:34:57.9700000-03:00,2.400000000E+001,3.273394140E-002,7.671291218E-004,2.769709591E-002,4.272472945E+002,7.749547809E-002
2017-06-27T10:34:58.9700000-03:00,2.500000000E+001,3.297583493E-002,7.828007969E-004,2.797857746E-002,4.272443313E+002,8.269625902E-002
2017-06-27T10:34:59.9700000-03:00,2.600000000E+001,3.340067845E-002,7.675866182E-004,2.770535360E-002,4.272254328E+002,8.127327263E-002
2017-06-27T10:35:00.9700000-03:00,2.700000000E+001,3.367686521E-002,8.037508274E-004,2.835049960E-002,4.272357426E+002,8.206573874E-002
2017-06-27T10:35:01.9700000-03:00,2.800000000E+001,3.297024541E-002,7.737451490E-004,2.781627489E-002,4.272382656E+002,7.886417955E-002
2017-06-27T10:35:02.9700000-03:00,2.900000000E+001,3.371852896E-002,7.755325302E-004,2.784838470E-002,4.272369261E+002,8.242034167E-002
2017-06-27T10:35:03.9700000-03:00,3.000000000E+001,3.274655707E-002,7.709020640E-004,2.776512316E-002,4.272475590E+002,7.979700714E-002
2017-06-27T10:35:04.9600000-03:00,3.099000000E+001,3.377356682E-002,7.976823845E-004,2.824327149E-002,4.272437210E+002,8.295673877E-002
2017-06-27T10:35:05.9600000-03:00,3.199000000E+001,3.375466415E-002,7.811342725E-004,2.794877945E-002,4.272306950E+002,7.971939445E-002
