Statistics_Analysis_Results, , , , , , 
Timestamp,Time [s],Mean Value[Intensity],Variance[-],Standard Deviation[Intensity],Weighted Average[nm (vac)],Max Value[Intensity]
2017-06-27T12:25:12.2600000-03:00,0.000000000E+000,1.925627958E-002,3.594191447E-004,1.895835290E-002,7.771843955E+002,5.231353268E-002
2017-06-27T12:25:13.2700000-03:00,1.010000000E+000,1.947355644E-002,3.533181690E-004,1.879675954E-002,7.771741820E+002,5.457447469E-002
2017-06-27T12:25:14.2700000-03:00,2.010000000E+000,1.861506323E-002,3.278397350E-004,1.810634516E-002,7.771798632E+002,4.990163073E-002
2017-06-27T12:25:15.2700000-03:00,3.010000000E+000,1.946103825E-002,3.703654432E-004,1.924488096E-002,7.771556027E+002,5.332145095E-002
2017-06-27T12:25:16.2700000-03:00,4.010000000E+000,1.926261943E-002,3.506509161E-004,1.872567532E-002,7.771850596E+002,5.343108997E-002
2017-06-27T12:25:17.2700000-03:00,5.010000000E+000,1.931470730E-002,3.658219563E-004,1.912647266E-002,7.771698096E+002,5.545598269E-002
2017-06-27T12:25:18.2700000-03:00,6.010000000E+000,2.017925838E-002,3.500803042E-004,1.871043303E-002,7.771845409E+002,5.276806653E-002
2017-06-27T12:25:19.2700000-03:00,7.010000000E+000,1.908256691E-002,3.485326806E-004,1.866902999E-002,7.771923000E+002,5.202913657E-002
2017-06-27T12:25:20.2700000-03:00,8.010000000E+000,1.906455647E-002,3.412769131E-004,1.847368163E-002,7.771874043E+002,5.219982937E-002
2017-06-27T12:25:21.2700000-03:00,9.010000000E+000,1.936765130E-002,3.450873651E-004,1.857652726E-002,7.771593951E+002,5.206769705E-002
2017-06-27T12:25:22.2700000-03:00,1.001000000E+001,1.892726511E-002,3.428600902E-004,1.851648158E-002,7.771772051E+002,5.234347656E-002
2017-06-27T12:25:23.2700000-03:00,1.101000000E+001,1.864033087E-002,3.288701337E-004,1.813477691E-002,7.771734951E+002,5.274869502E-002
2017-06-27T12:25:24.2700000-03:00,1.201000000E+001,1.762212859E-002,3.276867386E-004,1.810211973E-002,7.771652297E+002,4.936095700E-002
2017-06-27T12:25:25.2700000-03:00,1.301000000E+001,1.897510389E-002,3.450113726E-004,1.857448176E-002,7.771916407E+002,5.318619683E-002
2017-06-27T12:25:26.2700000-03:00,1.401000000E+001,1.919930654E-002,3.540794660E-004,1.881699939E-002,7.771746658E+002,5.149710551E-002
2017-06-27T12:25:27.2700000-03:00,1.501000000E+001,1.995813292E-002,3.498675042E-004,1.870474550E-002,7.771890931E+002,5.250231549E-002
2017-06-27T12:25:28.2700000-03:00,1.601000000E+001,1.954391438E-002,3.638835627E-004,1.907573230E-002,7.771773957E+002,5.302839726E-002
2017-06-27T12:25:29.2700000-03:00,1.701000000E+001,1.912628227E-002,3.434783642E-004,1.853316930E-002,7.771652593E+002,5.420100689E-002
2017-06-27T12:25:30.2700000-03:00,1.801000000E+001,1.941927771E-002,3.506507521E-004,1.872567094E-002,7.771964693E+002,5.226130411E-002
2017-06-27T12:25:31.2700000-03:00,1.901000000E+001,1.878406745E-002,3.635189119E-004,1.906617193E-002,7.771858191E+002,5.207652226E-002
2017-06-27T12:25:32.2700000-03:00,2.001000000E+001,1.910167356E-002,3.456774963E-004,1.859240426E-002,7.771905035E+002,5.320423841E-002
2017-06-27T12:25:33.2700000-03:00,2.101000000E+001,1.873794831E-002,3.548606646E-004,1.883774574E-002,7.771446978E+002,5.217302591E-002
2017-06-27T12:25:34.2700000-03:00,2.201000000E+001,1.930026894E-002,3.346615994E-004,1.829375848E-002,7.771619122E+002,5.200552568E-002
2017-06-27T12:25:35.2700000-03:00,2.301000000E+001,1.916873808E-002,3.749824856E-004,1.936446450E-002,7.771989139E+002,5.397211760E-002
