Statistics_Analysis_Results
Timestamp,Time [s],Mean Value[Intensity],Variance[-],Standard Deviation[Intensity],Weighted Average[nm (vac)],Max Value[Intensity]
2017-06-27T13:27:14.1700000-03:00,3,602000000E+001,2,387512655E-003,2,894608928E-005,5,380156994E-003,5,946713445E+002,3,676854819E-002
2017-06-27T13:27:15.1700000-03:00,3,702000000E+001,2,681325191E-003,2,879648791E-005,5,366235916E-003,5,926999944E+002,3,497115895E-002
2017-06-27T13:27:16.1700000-03:00,3,802000000E+001,2,426934782E-003,2,898167768E-005,5,383463353E-003,5,937839894E+002,3,499772400E-002
2017-06-27T13:27:17.1700000-03:00,3,902000000E+001,2,450526553E-003,2,894783852E-005,5,380319555E-003,5,937314959E+002,3,405416012E-002
2017-06-27T13:27:18.1700000-03:00,4,002000000E+001,2,553569953E-003,2,917769304E-005,5,401637996E-003,5,941711204E+002,3,609390184E-002
2017-06-27T13:27:19.1700000-03:00,4,102000000E+001,2,508030449E-003,2,905073077E-005,5,389872983E-003,5,930307085E+002,3,371268511E-002
2017-06-27T13:27:20.1700000-03:00,4,202000000E+001,2,370522371E-003,2,907367544E-005,5,392001061E-003,5,944921701E+002,3,506399319E-002
2017-06-27T13:27:21.1700000-03:00,4,302000000E+001,3,204470826E-003,2,890458437E-005,5,376298389E-003,5,934939697E+002,3,539554030E-002
2017-06-27T13:27:22.1700000-03:00,4,402000000E+001,2,442872874E-003,2,857742911E-005,5,345786108E-003,5,943063775E+002,3,643026948E-002
2017-06-27T13:27:23.1700000-03:00,4,502000000E+001,3,170545803E-003,2,895925767E-005,5,381380647E-003,5,922352247E+002,3,670106828E-002
2017-06-27T13:27:24.1700000-03:00,4,602000000E+001,2,887050738E-003,2,898322838E-005,5,383607376E-003,5,936005865E+002,3,564874455E-002
2017-06-27T13:27:25.1700000-03:00,4,702000000E+001,2,596711113E-003,2,914617460E-005,5,398719719E-003,5,925455097E+002,3,746982291E-002
2017-06-27T13:27:26.1700000-03:00,4,802000000E+001,3,037176795E-003,2,879456782E-005,5,366057009E-003,5,933828927E+002,3,579148650E-002
2017-06-27T13:27:27.1700000-03:00,4,902000000E+001,2,557480321E-003,2,885089522E-005,5,371302935E-003,5,929646702E+002,3,553097695E-002
2017-06-27T13:27:28.1700000-03:00,5,002000000E+001,2,685591786E-003,2,886917806E-005,5,373004565E-003,5,933873076E+002,3,508947790E-002
2017-06-27T13:27:29.1700000-03:00,5,102000000E+001,2,893536513E-003,2,885668897E-005,5,371842233E-003,5,920839497E+002,3,761317581E-002
2017-06-27T13:27:30.1700000-03:00,5,202000000E+001,2,282649422E-003,2,882768892E-005,5,369142289E-003,5,930275582E+002,3,445413336E-002
2017-06-27T13:27:31.1700000-03:00,5,302000000E+001,2,919782125E-003,2,893064475E-005,5,378721479E-003,5,938124618E+002,3,655516356E-002
2017-06-27T13:27:32.1700000-03:00,5,402000000E+001,2,763282951E-003,2,843487696E-005,5,332436306E-003,5,932745970E+002,3,272524104E-002
2017-06-27T13:27:33.1700000-03:00,5,502000000E+001,2,506875253E-003,2,895744375E-005,5,381212108E-003,5,935000158E+002,3,465471789E-002
2017-06-27T13:27:34.1700000-03:00,5,602000000E+001,2,850435016E-003,2,914973045E-005,5,399049032E-003,5,929319934E+002,3,513984010E-002
2017-06-27T13:27:35.1700000-03:00,5,702000000E+001,2,807247563E-003,2,905482591E-005,5,390252861E-003,5,948826576E+002,3,837485984E-002
2017-06-27T13:27:36.1700000-03:00,5,802000000E+001,2,806201762E-003,2,885602506E-005,5,371780437E-003,5,924545004E+002,3,625106812E-002
2017-06-27T13:27:37.1700000-03:00,5,902000000E+001,2,885292625E-003,2,902605434E-005,5,387583349E-003,5,942748418E+002,3,573330864E-002
2017-06-27T13:27:38.1700000-03:00,6,002000000E+001,2,326506440E-003,2,852262338E-005,5,340657579E-003,5,932569550E+002,3,385663033E-002
2017-06-27T13:27:39.1700000-03:00,6,102000000E+001,2,437415251E-003,2,895016864E-005,5,380536092E-003,5,930201874E+002,3,648849577E-002
2017-06-27T13:27:40.1700000-03:00,6,202000000E+001,2,648155733E-003,2,893852963E-005,5,379454399E-003,5,934045000E+002,3,742672503E-002
2017-06-27T13:27:41.1700000-03:00,6,302000000E+001,2,699596316E-003,2,870675126E-005,5,357868163E-003,5,926319119E+002,3,386460245E-002
2017-06-27T13:27:42.1700000-03:00,6,402000000E+001,3,255381208E-003,2,850738956E-005,5,339231177E-003,5,925880477E+002,3,501111269E-002
2017-06-27T13:27:43.1700000-03:00,6,502000000E+001,2,584178770E-003,2,876264508E-005,5,363081678E-003,5,926667845E+002,3,585840762E-002
2017-06-27T13:27:44.1600000-03:00,6,601000000E+001,2,859712265E-003,2,902233086E-005,5,387237777E-003,5,922034016E+002,3,483773023E-002
2017-06-27T13:27:45.1600000-03:00,6,701000000E+001,2,876470270E-003,2,879099192E-005,5,365723802E-003,5,925615423E+002,3,444056958E-002
2017-06-27T13:27:46.1600000-03:00,6,801000000E+001,2,369384610E-003,2,917851885E-005,5,401714436E-003,5,941964021E+002,3,604177013E-002
2017-06-27T13:27:47.1600000-03:00,6,901000000E+001,2,390114854E-003,2,884363508E-005,5,370627066E-003,5,939921843E+002,3,554715216E-002
